"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"Mitochondrial biogenesis"	"Mitochondrial biogenesis"	"1/149"	"53/7644"	0.648975718502392	0.897821875592846	0.808415023580224	"MEF2C"	1
"M1"	"Diseases of glycosylation"	"Diseases of glycosylation"	"4/149"	"227/7644"	0.650978095206792	0.897821875592846	0.808415023580224	"HS3ST2/ST6GALNAC5/B4GALT6/NDST3"	4
"M1"	"AUF1 (hnRNP D0) destabilizes mRNA"	"AUF1 (hnRNP D0) destabilizes mRNA"	"1/149"	"54/7644"	0.65586580122445	0.897821875592846	0.808415023580224	"HSPB1"	1
"M1"	"Golgi Associated Vesicle Biogenesis"	"Golgi Associated Vesicle Biogenesis"	"1/149"	"54/7644"	0.65586580122445	0.897821875592846	0.808415023580224	"SH3GL2"	1
"M1"	"G2/M Transition"	"G2/M Transition"	"2/149"	"114/7644"	0.655882614179383	0.897821875592846	0.808415023580224	"YWHAG/CCNA1"	2
"M1"	"Activated TLR4 signalling"	"Activated TLR4 signalling"	"2/149"	"115/7644"	0.660597211314486	0.897821875592846	0.808415023580224	"MEF2C/DUSP4"	2
"M1"	"Circadian Clock"	"Circadian Clock"	"1/149"	"55/7644"	0.66262153187235	0.897821875592846	0.808415023580224	"MEF2C"	1
"M1"	"Mitotic G2-G2/M phases"	"Mitotic G2-G2/M phases"	"2/149"	"116/7644"	0.665260306930623	0.897821875592846	0.808415023580224	"YWHAG/CCNA1"	2
"M1"	"degradation of DVL"	"degradation of DVL"	"1/149"	"56/7644"	0.66924551286471	0.897821875592846	0.808415023580224	"HECW1"	1
"M1"	"SCF(Skp2)-mediated degradation of p27/p21"	"SCF(Skp2)-mediated degradation of p27/p21"	"1/149"	"56/7644"	0.66924551286471	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Asparagine N-linked glycosylation"	"Asparagine N-linked glycosylation"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective ALG1 causes ALG1-CDG (CDG-1k)"	"Defective ALG1 causes ALG1-CDG (CDG-1k)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective ALG11 causes ALG11-CDG (CDG-1p)"	"Defective ALG11 causes ALG11-CDG (CDG-1p)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective ALG12 causes ALG12-CDG (CDG-1g)"	"Defective ALG12 causes ALG12-CDG (CDG-1g)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)"	"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective ALG2 causes ALG2-CDG (CDG-1i)"	"Defective ALG2 causes ALG2-CDG (CDG-1i)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective ALG3 causes ALG3-CDG (CDG-1d)"	"Defective ALG3 causes ALG3-CDG (CDG-1d)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective ALG6 causes ALG6-CDG (CDG-1c)"	"Defective ALG6 causes ALG6-CDG (CDG-1c)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective ALG8 causes ALG8-CDG (CDG-1h)"	"Defective ALG8 causes ALG8-CDG (CDG-1h)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective ALG9 causes ALG9-CDG (CDG-1l)"	"Defective ALG9 causes ALG9-CDG (CDG-1l)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2"	"Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective MAN1B1 causes MRT15"	"Defective MAN1B1 causes MRT15"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective MGAT2 causes MGAT2-CDG (CDG-2a)"	"Defective MGAT2 causes MGAT2-CDG (CDG-2a)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective MOGS causes MOGS-CDG (CDG-2b)"	"Defective MOGS causes MOGS-CDG (CDG-2b)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective MPDU1 causes MPDU1-CDG (CDG-1f)"	"Defective MPDU1 causes MPDU1-CDG (CDG-1f)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Defective RFT1 causes RFT1-CDG (CDG-1n)"	"Defective RFT1 causes RFT1-CDG (CDG-1n)"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"Diseases associated with N-glycosylation of proteins"	"Diseases associated with N-glycosylation of proteins"	"2/149"	"118/7644"	0.674432811889778	0.897821875592846	0.808415023580224	"ST6GALNAC5/B4GALT6"	2
"M1"	"FCERI mediated NF-kB activation"	"FCERI mediated NF-kB activation"	"1/149"	"57/7644"	0.675740296547256	0.897821875592846	0.808415023580224	"RASGRP1"	1
"M1"	"DNA Damage/Telomere Stress Induced Senescence"	"DNA Damage/Telomere Stress Induced Senescence"	"1/149"	"58/7644"	0.682108386149794	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Rho GTPase cycle"	"Rho GTPase cycle"	"2/149"	"122/7644"	0.692169430022644	0.897821875592846	0.808415023580224	"NGEF/MCF2"	2
"M1"	"Signaling by Rho GTPases"	"Signaling by Rho GTPases"	"2/149"	"122/7644"	0.692169430022644	0.897821875592846	0.808415023580224	"NGEF/MCF2"	2
"M1"	"Cytochrome P450 - arranged by substrate type"	"Cytochrome P450 - arranged by substrate type"	"1/149"	"60/7644"	0.694474256069514	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Translocation of GLUT4 to the plasma membrane"	"Translocation of GLUT4 to the plasma membrane"	"1/149"	"60/7644"	0.694474256069514	0.897821875592846	0.808415023580224	"YWHAG"	1
"M1"	"Ca2+ pathway"	"Ca2+ pathway"	"1/149"	"61/7644"	0.70047680562722	0.897821875592846	0.808415023580224	"PPP3CA"	1
"M1"	"Clathrin derived vesicle budding"	"Clathrin derived vesicle budding"	"1/149"	"61/7644"	0.70047680562722	0.897821875592846	0.808415023580224	"SH3GL2"	1
"M1"	"trans-Golgi Network Vesicle Budding"	"trans-Golgi Network Vesicle Budding"	"1/149"	"61/7644"	0.70047680562722	0.897821875592846	0.808415023580224	"SH3GL2"	1
"M1"	"Toll Like Receptor 4 (TLR4) Cascade"	"Toll Like Receptor 4 (TLR4) Cascade"	"2/149"	"124/7644"	0.700737539665796	0.897821875592846	0.808415023580224	"MEF2C/DUSP4"	2
"M1"	"FCERI mediated Ca+2 mobilization"	"FCERI mediated Ca+2 mobilization"	"1/149"	"62/7644"	0.706362201375808	0.897821875592846	0.808415023580224	"PPP3CA"	1
"M1"	"Loss of Nlp from mitotic centrosomes"	"Loss of Nlp from mitotic centrosomes"	"1/149"	"62/7644"	0.706362201375808	0.897821875592846	0.808415023580224	"YWHAG"	1
"M1"	"Loss of proteins required for interphase microtubule organization from the centrosome"	"Loss of proteins required for interphase microtubule organization from the centrosome"	"1/149"	"62/7644"	0.706362201375808	0.897821875592846	0.808415023580224	"YWHAG"	1
"M1"	"RNA Polymerase II Pre-transcription Events"	"RNA Polymerase II Pre-transcription Events"	"1/149"	"62/7644"	0.706362201375808	0.897821875592846	0.808415023580224	"TAF4B"	1
"M1"	"Role of phospholipids in phagocytosis"	"Role of phospholipids in phagocytosis"	"1/149"	"62/7644"	0.706362201375808	0.897821875592846	0.808415023580224	"PRKCE"	1
"M1"	"O-linked glycosylation of mucins"	"O-linked glycosylation of mucins"	"1/149"	"64/7644"	0.717790573225426	0.897821875592846	0.808415023580224	"B4GALT6"	1
"M1"	"misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling"	"misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling"	"3/149"	"190/7644"	0.721600745006567	0.897821875592846	0.808415023580224	"HECW1/RSPO2/RSPO3"	3
"M1"	"RNF mutants show enhanced WNT signaling and proliferation"	"RNF mutants show enhanced WNT signaling and proliferation"	"3/149"	"190/7644"	0.721600745006567	0.897821875592846	0.808415023580224	"HECW1/RSPO2/RSPO3"	3
"M1"	"TCF dependent signaling in response to WNT"	"TCF dependent signaling in response to WNT"	"3/149"	"190/7644"	0.721600745006567	0.897821875592846	0.808415023580224	"HECW1/RSPO2/RSPO3"	3
"M1"	"XAV939 inhibits tankyrase, stabilizing AXIN"	"XAV939 inhibits tankyrase, stabilizing AXIN"	"3/149"	"190/7644"	0.721600745006567	0.897821875592846	0.808415023580224	"HECW1/RSPO2/RSPO3"	3
"M1"	"Cyclin E associated events during G1/S transition"	"Cyclin E associated events during G1/S transition"	"1/149"	"65/7644"	0.723337961693687	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Transcription of the HIV genome"	"Transcription of the HIV genome"	"1/149"	"65/7644"	0.723337961693687	0.897821875592846	0.808415023580224	"TAF4B"	1
"M1"	"Activation of NF-kappaB in B cells"	"Activation of NF-kappaB in B cells"	"1/149"	"66/7644"	0.728777022744965	0.897821875592846	0.808415023580224	"PRKCB"	1
"M1"	"Cyclin A:Cdk2-associated events at S phase entry"	"Cyclin A:Cdk2-associated events at S phase entry"	"1/149"	"66/7644"	0.728777022744965	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"1/149"	"67/7644"	0.734109857742458	0.897821875592846	0.808415023580224	"ST6GALNAC5"	1
"M1"	"Interferon alpha/beta signaling"	"Interferon alpha/beta signaling"	"1/149"	"67/7644"	0.734109857742458	0.897821875592846	0.808415023580224	"EGR1"	1
"M1"	"PI3K Cascade"	"PI3K Cascade"	"1/149"	"68/7644"	0.739338527558529	0.897821875592846	0.808415023580224	"FGF9"	1
"M1"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	"1/149"	"69/7644"	0.744465053349683	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Glucose metabolism"	"Glucose metabolism"	"1/149"	"69/7644"	0.744465053349683	0.897821875592846	0.808415023580224	"MDH1"	1
"M1"	"Glycogen storage diseases"	"Glycogen storage diseases"	"4/149"	"258/7644"	0.746603736159441	0.897821875592846	0.808415023580224	"MDH1/HS3ST2/B4GALT6/NDST3"	4
"M1"	"Metabolism of carbohydrates"	"Metabolism of carbohydrates"	"4/149"	"258/7644"	0.746603736159441	0.897821875592846	0.808415023580224	"MDH1/HS3ST2/B4GALT6/NDST3"	4
"M1"	"Myoclonic epilepsy of Lafora"	"Myoclonic epilepsy of Lafora"	"4/149"	"258/7644"	0.746603736159441	0.897821875592846	0.808415023580224	"MDH1/HS3ST2/B4GALT6/NDST3"	4
"M1"	"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	"1/149"	"70/7644"	0.749491417316798	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Orc1 removal from chromatin"	"Orc1 removal from chromatin"	"1/149"	"70/7644"	0.749491417316798	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Switching of origins to a post-replicative state"	"Switching of origins to a post-replicative state"	"1/149"	"70/7644"	0.749491417316798	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"APC/C:Cdc20 mediated degradation of mitotic proteins"	"APC/C:Cdc20 mediated degradation of mitotic proteins"	"1/149"	"72/7644"	0.759251398264834	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Centrosome maturation"	"Centrosome maturation"	"1/149"	"72/7644"	0.759251398264834	0.897821875592846	0.808415023580224	"YWHAG"	1
"M1"	"Recruitment of mitotic centrosome proteins and complexes"	"Recruitment of mitotic centrosome proteins and complexes"	"1/149"	"72/7644"	0.759251398264834	0.897821875592846	0.808415023580224	"YWHAG"	1
"M1"	"Removal of licensing factors from origins"	"Removal of licensing factors from origins"	"1/149"	"72/7644"	0.759251398264834	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	"1/149"	"73/7644"	0.763988791510811	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Role of LAT2/NTAL/LAB on calcium mobilization"	"Role of LAT2/NTAL/LAB on calcium mobilization"	"2/149"	"141/7644"	0.765856492529618	0.897821875592846	0.808415023580224	"KIT/FGF9"	2
"M1"	"Extracellular matrix organization"	"Extracellular matrix organization"	"4/149"	"266/7644"	0.767784291296012	0.897821875592846	0.808415023580224	"KLK7/COL5A2/ADAMTS14/COL24A1"	4
"M1"	"Regulation of DNA replication"	"Regulation of DNA replication"	"1/149"	"75/7644"	0.773187552716057	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Signaling by SCF-KIT"	"Signaling by SCF-KIT"	"2/149"	"144/7644"	0.775989978205765	0.897821875592846	0.808415023580224	"KIT/FGF9"	2
"M1"	"Toll-Like Receptors Cascades"	"Toll-Like Receptors Cascades"	"2/149"	"144/7644"	0.775989978205765	0.897821875592846	0.808415023580224	"MEF2C/DUSP4"	2
"M1"	"Senescence-Associated Secretory Phenotype (SASP)"	"Senescence-Associated Secretory Phenotype (SASP)"	"1/149"	"76/7644"	0.777652482646736	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Regulation of APC/C activators between G1/S and early anaphase"	"Regulation of APC/C activators between G1/S and early anaphase"	"1/149"	"77/7644"	0.782030096294415	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP1B1 causes Glaucoma"	"Defective CYP1B1 causes Glaucoma"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective FMO3 causes Trimethylaminuria (TMAU)"	"Defective FMO3 causes Trimethylaminuria (TMAU)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective MAOA causes Brunner syndrome (BRUNS)"	"Defective MAOA causes Brunner syndrome (BRUNS)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Phase 1 - Functionalization of compounds"	"Phase 1 - Functionalization of compounds"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"CYP2C8"	1
"M1"	"Transcriptional regulation of white adipocyte differentiation"	"Transcriptional regulation of white adipocyte differentiation"	"1/149"	"78/7644"	0.786322089905111	0.897821875592846	0.808415023580224	"EGR2"	1
"M1"	"Signaling by WNT in cancer"	"Signaling by WNT in cancer"	"3/149"	"212/7644"	0.78760450627166	0.897821875592846	0.808415023580224	"HECW1/RSPO2/RSPO3"	3
"M1"	"Regulation of PLK1 Activity at G2/M Transition"	"Regulation of PLK1 Activity at G2/M Transition"	"1/149"	"80/7644"	0.794655838965937	0.897821875592846	0.808415023580224	"YWHAG"	1
"M1"	"APC/C-mediated degradation of cell cycle proteins"	"APC/C-mediated degradation of cell cycle proteins"	"1/149"	"83/7644"	0.806554869560477	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Regulation of mitotic cell cycle"	"Regulation of mitotic cell cycle"	"1/149"	"83/7644"	0.806554869560477	0.897821875592846	0.808415023580224	"CCNA1"	1
"M1"	"Signaling by ERBB4"	"Signaling by ERBB4"	"2/149"	"154/7644"	0.807063326659053	0.897821875592846	0.808415023580224	"KIT/FGF9"	2
"M1"	"IRS-mediated signalling"	"IRS-mediated signalling"	"1/149"	"85/7644"	0.814104450664992	0.897821875592846	0.808415023580224	"FGF9"	1
"M1"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"1/149"	"86/7644"	0.817768749758908	0.897821875592846	0.808415023580224	"HSPB1"	1
"M1"	"Defective AMN causes hereditary megaloblastic anemia 1"	"Defective AMN causes hereditary megaloblastic anemia 1"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective BTD causes biotidinase deficiency"	"Defective BTD causes biotidinase deficiency"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective CD320 causes methylmalonic aciduria"	"Defective CD320 causes methylmalonic aciduria"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective CUBN causes hereditary megaloblastic anemia 1"	"Defective CUBN causes hereditary megaloblastic anemia 1"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective GIF causes intrinsic factor deficiency"	"Defective GIF causes intrinsic factor deficiency"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective HLCS causes multiple carboxylase deficiency"	"Defective HLCS causes multiple carboxylase deficiency"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective MMAA causes methylmalonic aciduria type cblA"	"Defective MMAA causes methylmalonic aciduria type cblA"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective MMAB causes methylmalonic aciduria type cblB"	"Defective MMAB causes methylmalonic aciduria type cblB"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	"Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective MUT causes methylmalonic aciduria mut type"	"Defective MUT causes methylmalonic aciduria mut type"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defective TCN2 causes hereditary megaloblastic anemia"	"Defective TCN2 causes hereditary megaloblastic anemia"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defects in biotin (Btn) metabolism"	"Defects in biotin (Btn) metabolism"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defects in cobalamin (B12) metabolism"	"Defects in cobalamin (B12) metabolism"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Defects in vitamin and cofactor metabolism"	"Defects in vitamin and cofactor metabolism"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Metabolism of vitamins and cofactors"	"Metabolism of vitamins and cofactors"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"Metabolism of water-soluble vitamins and cofactors"	"Metabolism of water-soluble vitamins and cofactors"	"1/149"	"87/7644"	0.821361294914495	0.897821875592846	0.808415023580224	"NMNAT2"	1
"M1"	"IRS-related events"	"IRS-related events"	"1/149"	"88/7644"	0.824883481901095	0.897821875592846	0.808415023580224	"FGF9"	1
"M1"	"Anchoring of the basal body to the plasma membrane"	"Anchoring of the basal body to the plasma membrane"	"1/149"	"89/7644"	0.828336679518451	0.897821875592846	0.808415023580224	"YWHAG"	1
"M1"	"Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)"	"Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)"	"1/149"	"89/7644"	0.828336679518451	0.897821875592846	0.808415023580224	"SULT4A1"	1
"M1"	"Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)"	"Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)"	"1/149"	"89/7644"	0.828336679518451	0.897821875592846	0.808415023580224	"SULT4A1"	1
"M1"	"Defective GGT1 causes Glutathionuria (GLUTH)"	"Defective GGT1 causes Glutathionuria (GLUTH)"	"1/149"	"89/7644"	0.828336679518451	0.897821875592846	0.808415023580224	"SULT4A1"	1
"M1"	"Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)"	"Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)"	"1/149"	"89/7644"	0.828336679518451	0.897821875592846	0.808415023580224	"SULT4A1"	1
"M1"	"Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)"	"Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)"	"1/149"	"89/7644"	0.828336679518451	0.897821875592846	0.808415023580224	"SULT4A1"	1
"M1"	"Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)"	"Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)"	"1/149"	"89/7644"	0.828336679518451	0.897821875592846	0.808415023580224	"SULT4A1"	1
"M1"	"Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)"	"Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)"	"1/149"	"89/7644"	0.828336679518451	0.897821875592846	0.808415023580224	"SULT4A1"	1
