"Module"	"Gene1"	"Gene2"
"M1"	"PPL"	"EPS8"
"M1"	"PPL"	"PELP1"
"M1"	"PPL"	"CKAP5"
"M1"	"PPL"	"TOMM22"
"M1"	"PPL"	"MOS"
"M1"	"PPL"	"GCOM1"
"M1"	"PPL"	"TEX37"
"M1"	"PPL"	"IL2RG"
"M1"	"PPL"	"MEP1A"
"M1"	"PPL"	"MKX"
"M1"	"PPL"	"XPO4"
"M1"	"PPL"	"SUDS3"
"M1"	"PPL"	"SLCO2A1"
"M1"	"PPL"	"RNF214"
"M1"	"PPL"	"BCKDK"
"M1"	"PPL"	"PEX26"
"M1"	"PPL"	"SLC25A17"
"M1"	"PPL"	"ATP1A2"
"M1"	"PPL"	"HIST1H1E"
"M1"	"PPL"	"SIRT5"
"M1"	"PPL"	"CFL1"
"M1"	"PPL"	"CCDC13"
"M1"	"PPL"	"AMICA1"
"M1"	"PPL"	"RNMTL1"
"M1"	"PPL"	"RP2"
"M1"	"PPL"	"KRT37"
"M1"	"PPL"	"HLA-DPA1"
"M1"	"PPL"	"CPT2"
"M1"	"PPL"	"ADAM22"
"M1"	"PPL"	"HSPB7"
"M1"	"PPL"	"MTOR"
"M1"	"PPL"	"B3GNT4"
"M1"	"PPL"	"MAU2"
"M1"	"PPL"	"ZNF799"
"M1"	"PPL"	"STX11"
"M1"	"PPL"	"FAM107A"
"M1"	"PPL"	"UPK3B"
"M1"	"PPL"	"PPP2R2D"
"M1"	"PPL"	"MICU1"
"M1"	"PPL"	"PTGES"
"M1"	"PPL"	"ACTR6"
"M1"	"PPL"	"NEIL3"
"M1"	"PPL"	"ZFX"
"M1"	"PPL"	"TUBGCP2"
"M1"	"PPL"	"NGF"
"M1"	"PPL"	"NEK9"
"M1"	"PPL"	"ATP6V1G1"
"M1"	"PPL"	"ELL2"
"M1"	"PPL"	"KIAA1109"
"M1"	"PPL"	"NT5C1B"
"M1"	"PPL"	"LAMB4"
"M1"	"PPL"	"PRMT3"
"M1"	"PPL"	"GLCCI1"
"M1"	"PPL"	"RALGDS"
"M1"	"PPL"	"VPS33A"
"M1"	"PPL"	"MOAP1"
"M1"	"PPL"	"PTK6"
"M1"	"PPL"	"GOLGA6L10"
"M1"	"PPL"	"NALCN"
"M1"	"PPL"	"RAP1GDS1"
"M1"	"PPL"	"MAGEC1"
"M1"	"PPL"	"MRPS6"
"M1"	"PPL"	"MTFP1"
"M1"	"PPL"	"PLEKHB2"
"M1"	"PPL"	"WWOX"
"M1"	"PPL"	"HMBS"
"M1"	"PPL"	"UQCRB"
"M1"	"PPL"	"ZBTB25"
"M1"	"PPL"	"RAD23B"
"M1"	"PPL"	"TP53I3"
"M1"	"PPL"	"ENKUR"
"M1"	"PPL"	"DOK6"
"M1"	"PPL"	"NR2F1"
"M1"	"PPL"	"MOB2"
"M1"	"PPL"	"LMAN2"
"M1"	"PPL"	"HPX"
"M1"	"PPL"	"TMX1"
"M1"	"PPL"	"DIDO1"
"M1"	"PPL"	"FTSJ3"
"M1"	"PPL"	"CLEC6A"
"M1"	"PPL"	"POLR2M"
"M1"	"PPL"	"BAD"
"M1"	"PPL"	"TEFM"
"M1"	"PPL"	"WDR43"
"M1"	"PPL"	"LAMTOR1"
"M1"	"PPL"	"INSM1"
"M1"	"PPL"	"TMEM201"
"M1"	"PPL"	"SIRT3"
"M1"	"PPL"	"CARD14"
"M1"	"PPL"	"HIST1H2AA"
"M1"	"PPL"	"STRIP1"
"M1"	"PPL"	"PDZD2"
"M1"	"PPL"	"ANXA3"
"M1"	"PPL"	"UBE3C"
"M1"	"PPL"	"PHF1"
"M1"	"PPL"	"TLR8"
"M1"	"PPL"	"TCEAL4"
"M1"	"PPL"	"EPB41L2"
"M1"	"PPL"	"PEX11G"
"M1"	"PPL"	"PDK3"
"M1"	"PPL"	"IGFBP6"
"M1"	"PPL"	"EEPD1"
"M1"	"PPL"	"VIM"
"M1"	"PPL"	"KIAA1715"
"M1"	"PPL"	"TTC4"
"M1"	"PPL"	"COMMD8"
"M1"	"PPL"	"GRHL3"
"M1"	"PPL"	"CCT2"
"M1"	"PPL"	"PCDHA11"
"M1"	"PPL"	"ESRP1"
"M1"	"PPL"	"SMG7"
"M1"	"PPL"	"KRT5"
"M1"	"PPL"	"RGS9BP"
"M1"	"PPL"	"NPLOC4"
"M1"	"PPL"	"MYO5C"
"M1"	"PPL"	"ZNF467"
"M1"	"PPL"	"CDK11B"
"M1"	"PPL"	"LTBP4"
"M1"	"PPL"	"SCT"
"M1"	"PPL"	"BIRC7"
"M1"	"PPL"	"CLDN4"
"M1"	"PPL"	"RBPMS2"
"M1"	"PPL"	"KRT6C"
"M1"	"PPL"	"GHITM"
"M1"	"PPL"	"PDDC1"
"M1"	"PPL"	"HMGCS2"
"M1"	"PPL"	"CTAGE5"
"M1"	"PPL"	"VAV1"
"M1"	"PPL"	"TPM1"
"M1"	"PPL"	"GM2A"
"M1"	"PPL"	"ITIH1"
"M1"	"PPL"	"IRS4"
"M1"	"PPL"	"AP5B1"
"M1"	"PPL"	"APOA1BP"
"M1"	"PPL"	"CDC73"
"M1"	"PPL"	"RELN"
"M1"	"PPL"	"EYA1"
"M1"	"PPL"	"RORB"
"M1"	"PPL"	"GUCY2F"
"M1"	"PPL"	"ACTL7A"
"M1"	"PPL"	"BCOR"
"M1"	"PPL"	"MXD3"
"M1"	"PPL"	"PLEKHH3"
"M1"	"PPL"	"CCDC181"
"M1"	"PPL"	"DTL"
"M1"	"PPL"	"FUT8"
"M1"	"PPL"	"LONRF1"
"M1"	"PPL"	"CYP4V2"
"M1"	"PPL"	"SMC5"
"M1"	"PPL"	"SLC5A1"
"M1"	"PPL"	"GGA1"
"M1"	"PPL"	"TNFRSF8"
"M1"	"PPL"	"CCR10"
"M1"	"PPL"	"KRT18"
"M1"	"PPL"	"THAP4"
"M1"	"PPL"	"CCNL1"
"M1"	"PPL"	"ARHGAP17"
"M1"	"PPL"	"KIF2C"
"M1"	"PPL"	"GPX1"
"M1"	"PPL"	"ATF7IP2"
"M1"	"PPL"	"CYP20A1"
"M1"	"PPL"	"FASTKD2"
"M1"	"PPL"	"PROS1"
"M1"	"PPL"	"COL11A1"
"M1"	"PPL"	"POLR1B"
"M1"	"PPL"	"SH3GL3"
"M1"	"PPL"	"POU2F3"
"M1"	"PPL"	"CLEC1B"
"M1"	"PPL"	"WNT9B"
"M1"	"PPL"	"APLNR"
"M1"	"PPL"	"SERPINE2"
"M1"	"PPL"	"MRPS15"
"M1"	"PPL"	"WDR44"
"M1"	"PPL"	"C11orf30"
"M1"	"PPL"	"SERPINB2"
"M1"	"PPL"	"SEMA6A"
"M1"	"PPL"	"ACOX2"
"M1"	"PPL"	"SERINC3"
"M1"	"PPL"	"NSDHL"
"M1"	"PPL"	"PAICS"
"M1"	"PPL"	"G6PD"
"M1"	"PPL"	"CCR1"
"M1"	"PPL"	"UBXN2B"
"M1"	"PPL"	"ZNF827"
"M1"	"PPL"	"TCEA2"
"M1"	"PPL"	"FAM46A"
"M1"	"PPL"	"NLRP12"
"M1"	"PPL"	"C9orf117"
"M1"	"PPL"	"TXNIP"
"M1"	"PPL"	"CCL2"
"M1"	"PPL"	"MOB4"
"M1"	"PPL"	"ASRGL1"
"M1"	"PPL"	"BHMT2"
"M1"	"PPL"	"IL33"
"M1"	"PPL"	"LCE3D"
"M1"	"PPL"	"AREG"
"M1"	"PPL"	"CCR3"
"M1"	"PPL"	"TLCD1"
"M1"	"PPL"	"MRPL11"
"M1"	"PPL"	"NUDT15"
"M1"	"PPL"	"ABCG4"
"M1"	"PPL"	"ZNF281"
"M1"	"PPL"	"TPD52L1"
"M1"	"PPL"	"FBXL13"
"M1"	"PPL"	"CACNB3"
"M1"	"PPL"	"KRTAP12-1"
"M1"	"PPL"	"TUBB4A"
"M1"	"PPL"	"EXT1"
"M1"	"PPL"	"SMARCD2"
"M1"	"PPL"	"CDH23"
"M1"	"PPL"	"NUFIP2"
"M1"	"PPL"	"DLG2"
"M1"	"PPL"	"EFNB1"
"M1"	"PPL"	"SNX20"
"M1"	"PPL"	"INCA1"
"M1"	"PPL"	"AKNA"
"M1"	"PPL"	"TIMM17A"
"M1"	"PPL"	"SLC9A3R2"
"M1"	"PPL"	"RGS18"
"M1"	"PPL"	"PTGER4"
"M1"	"PPL"	"OPRM1"
"M1"	"PPL"	"RGS13"
"M1"	"PPL"	"ZNF878"
"M1"	"PPL"	"HMGN2"
"M1"	"PPL"	"CXXC5"
"M1"	"PPL"	"GSTM1"
"M1"	"PPL"	"RAP2B"
"M1"	"PPL"	"ZZZ3"
"M1"	"PPL"	"LDB1"
"M1"	"PPL"	"MMP23B"
"M1"	"RPL8"	"NRXN3"
"M1"	"RPL8"	"EGR4"
"M1"	"POLR1D"	"GPRASP1"
"M1"	"POLR1D"	"SLC4A8"
"M1"	"POLR1D"	"CDH9"
"M1"	"POLR1D"	"LDB2"
"M1"	"POLR1D"	"EGR1"
"M1"	"BAZ1B"	"PCDH8"
"M1"	"WDHD1"	"GLRA3"
"M1"	"TMCC2"	"RYR2"
"M1"	"TMCC2"	"ATP1A3"
"M1"	"TXNDC9"	"CDH18"
"M1"	"ZCCHC11"	"RYR2"
"M1"	"ZCCHC11"	"KCNA1"
"M1"	"ZCCHC11"	"ADAM23"
"M1"	"UBE2M"	"RBM11"
"M1"	"UBE2M"	"PNMA2"
"M1"	"UBE2M"	"LDB2"
"M1"	"UBE2M"	"SERTM1"
"M1"	"UBE2M"	"ST6GALNAC5"
"M1"	"UBE2M"	"GLRA2"
"M1"	"TROAP"	"PLK2"
"M1"	"TROAP"	"SPHKAP"
"M1"	"TROAP"	"SERTM1"
"M1"	"TROAP"	"ST6GALNAC5"
"M1"	"LCP1"	"STXBP5L"
"M1"	"UBA1"	"HPRT1"
"M1"	"FGF19"	"KIAA1549L"
"M1"	"FGF19"	"EGR1"
"M1"	"KLKB1"	"RIMBP2"
"M1"	"DMPK"	"LDB2"
"M1"	"DMPK"	"SVEP1"
"M1"	"DMPK"	"KIAA1549L"
"M1"	"PCID2"	"CKMT1A"
"M1"	"PCID2"	"SNX10"
"M1"	"TSG101"	"AMPH"
"M1"	"TSG101"	"CHGB"
"M1"	"GET4"	"RIT2"
"M1"	"LRPAP1"	"LMO7"
"M1"	"LRPAP1"	"MRAP2"
"M1"	"KLC2"	"RBM11"
"M1"	"KLC2"	"NPTX1"
"M1"	"KLC2"	"RIT2"
"M1"	"KLC2"	"TRIM37"
"M1"	"KLC2"	"C11orf87"
"M1"	"USP28"	"NRIP3"
"M1"	"SRSF9"	"RBM11"
"M1"	"SRSF9"	"GPRASP1"
"M1"	"SRSF9"	"NPTX1"
"M1"	"SRSF9"	"ST6GALNAC5"
"M1"	"CSMD1"	"RYR2"
"M1"	"CSMD1"	"HECW1"
"M1"	"CSMD1"	"RSPO3"
"M1"	"CSMD1"	"NRIP3"
"M1"	"CSMD1"	"SNX10"
"M1"	"CSMD1"	"CHGB"
"M1"	"SLC3A2"	"CDH18"
"M1"	"SLC3A2"	"HECW1"
"M1"	"SLC3A2"	"CDK5R2"
"M1"	"SLC3A2"	"LDB2"
"M1"	"SLC3A2"	"PPP4R4"
"M1"	"SLC3A2"	"CKMT1A"
"M1"	"SLC3A2"	"EGR1"
"M1"	"SLC3A2"	"CACNA2D1"
"M1"	"SLC3A2"	"VGF"
"M1"	"SLC3A2"	"EGR4"
"M1"	"SLC3A2"	"CALY"
"M1"	"LRRFIP2"	"MRAP2"
"M1"	"LRRFIP2"	"PTPRT"
"M1"	"WDR12"	"SERTM1"
"M1"	"WDR12"	"CHGB"
"M1"	"WDR12"	"ST6GALNAC5"
"M1"	"SGCG"	"GRIN2A"
"M1"	"RIMS4"	"RASL11B"
"M1"	"RIMS4"	"ATP2B3"
"M1"	"SLC18A2"	"SST"
"M1"	"SLC18A2"	"MRAP2"
"M1"	"MLLT1"	"SST"
"M1"	"MLLT1"	"MLLT11"
"M1"	"MLLT1"	"ATP2B3"
"M1"	"SDK1"	"RBM24"
"M1"	"SKI"	"HSPB1"
"M1"	"SKI"	"MLLT11"
"M1"	"SKI"	"ST6GALNAC5"
"M1"	"SKI"	"ZNF365"
"M1"	"KIF20A"	"TAF4B"
"M1"	"KIF20A"	"CAMK1G"
"M1"	"KIF20A"	"ST6GALNAC5"
"M1"	"KIF20A"	"ATP2B3"
"M1"	"NPM3"	"SERPINI1"
"M1"	"NPM3"	"MRAP2"
"M1"	"NPM3"	"CHGB"
"M1"	"RBBP8"	"MAL2"
"M1"	"RBBP8"	"KIAA1549L"
"M1"	"SGCE"	"NSF"
"M1"	"ZNF804A"	"SMARCE1"
"M1"	"ZNF804A"	"PTP4A1"
"M1"	"ZNF804A"	"UGCG"
"M1"	"ZNF804A"	"ARPC1B"
"M1"	"ZNF804A"	"IL1RAP"
"M1"	"ZNF804A"	"HSPA4"
"M1"	"ZNF804A"	"LRP2"
"M1"	"ZNF804A"	"TFAP2C"
"M1"	"ZNF804A"	"ECE1"
"M1"	"ZNF804A"	"AK3"
"M1"	"ZNF804A"	"GOLIM4"
"M1"	"ZNF804A"	"PLA2G7"
"M1"	"ZNF804A"	"SPAST"
"M1"	"ZNF804A"	"MIDN"
"M1"	"ZNF804A"	"PAGR1"
"M1"	"ZNF804A"	"COG1"
"M1"	"ZNF804A"	"ZSCAN22"
"M1"	"ZNF804A"	"CCDC181"
"M1"	"ZNF804A"	"ARHGAP17"
"M1"	"ZNF804A"	"EGFL7"
"M1"	"ZNF804A"	"MPST"
"M1"	"ZNF804A"	"GNRHR"
"M1"	"ZNF804A"	"ERLIN1"
"M1"	"ZNF804A"	"DNA2"
"M1"	"ZNF804A"	"DDX11"
"M1"	"ZNF804A"	"DNAJC9"
"M1"	"ZNF804A"	"UCP3"
"M1"	"ZNF804A"	"STMN4"
"M1"	"ZNF804A"	"PDIA2"
"M1"	"ZNF804A"	"NME5"
"M1"	"ZNF804A"	"NAT16"
"M1"	"ZNF804A"	"TMEM127"
"M1"	"ZNF804A"	"MBD1"
"M1"	"GPC3"	"CDH9"
"M1"	"GPC3"	"GREM2"
"M1"	"ACKR3"	"RYR2"
"M1"	"ACKR3"	"TRIM37"
"M1"	"ACKR3"	"TAF4B"
"M1"	"ACKR3"	"NRIP3"
"M1"	"ACKR3"	"CAMK1G"
"M1"	"ACKR3"	"EGR1"
"M1"	"ACKR3"	"RBM24"
"M1"	"ACKR3"	"ST6GALNAC5"
"M1"	"RBCK1"	"GLRA3"
"M1"	"RBCK1"	"ST6GALNAC5"
"M1"	"MAL2"	"AHRR"
"M1"	"MAL2"	"PTP4A1"
"M1"	"MAL2"	"YTHDC1"
"M1"	"MAL2"	"CTSK"
"M1"	"MAL2"	"MPP2"
"M1"	"MAL2"	"MCFD2"
"M1"	"MAL2"	"EEF1B2"
"M1"	"MAL2"	"NPY1R"
"M1"	"MAL2"	"TCEA3"
"M1"	"MAL2"	"MIA2"
"M1"	"MAL2"	"PNKP"
"M1"	"MAL2"	"ITPKB"
"M1"	"MAL2"	"NPAS1"
"M1"	"MAL2"	"OR5A1"
"M1"	"MAL2"	"SYNDIG1"
"M1"	"MAL2"	"DCK"
"M1"	"MAL2"	"KAL1"
"M1"	"MAL2"	"CWF19L2"
"M1"	"MAL2"	"TP53"
"M1"	"MAL2"	"GCN1L1"
"M1"	"MAL2"	"PXDNL"
"M1"	"MAL2"	"CYP27A1"
"M1"	"MAL2"	"PRICKLE1"
"M1"	"MAL2"	"CACNG3"
"M1"	"MAL2"	"PAGR1"
"M1"	"MAL2"	"LLGL2"
"M1"	"MAL2"	"KRT2"
"M1"	"MAL2"	"MAGI2"
"M1"	"MAL2"	"FZD9"
"M1"	"MAL2"	"SKP1"
"M1"	"MAL2"	"SLC25A51"
"M1"	"UBASH3A"	"EGR4"
"M1"	"FZD4"	"SST"
"M1"	"FZD4"	"SNX10"
"M1"	"FZD4"	"ST6GALNAC5"
"M1"	"SLC6A2"	"RYR2"
"M1"	"TSNAX"	"GLRA3"
"M1"	"TSNAX"	"ST6GALNAC5"
"M1"	"TTF1"	"HPRT1"
"M1"	"MYO10"	"ATP2B3"
"M1"	"TUBA1C"	"PTPRR"
"M1"	"TUBA1C"	"SNAP91"
"M1"	"TUBA1C"	"NRIP3"
"M1"	"TUBA1C"	"EGR1"
"M1"	"TUBA1C"	"ATP2B3"
"M1"	"TESK1"	"HPRT1"
"M1"	"TESK1"	"SVEP1"
"M1"	"TESK1"	"ATP2B3"
"M1"	"RAMP1"	"CARTPT"
"M1"	"RAMP1"	"SYT2"
"M1"	"RAMP1"	"SYT1"
"M1"	"RAMP1"	"CALY"
"M1"	"ID1"	"NPTX2"
"M1"	"ID1"	"PLK2"
"M1"	"ID1"	"SERTM1"
"M1"	"ID1"	"SLC32A1"
"M1"	"HOOK1"	"FILIP1"
"M1"	"HOOK1"	"STAP2"
"M1"	"HOOK1"	"ESRRA"
"M1"	"HOOK1"	"ELP5"
"M1"	"HOOK1"	"GTF3C2"
"M1"	"HOOK1"	"IFITM1"
"M1"	"HOOK1"	"MSL2"
"M1"	"HOOK1"	"SMUG1"
"M1"	"HOOK1"	"SPERT"
"M1"	"HOOK1"	"IFI35"
"M1"	"HOOK1"	"HCFC1"
"M1"	"C14orf142"	"SERTM1"
"M1"	"PPAP2B"	"LMO7"
"M1"	"PPAP2B"	"SERTM1"
"M1"	"PPAP2B"	"ST6GALNAC5"
"M1"	"PPAP2B"	"HIPK4"
"M1"	"ANKRD44"	"MRAP2"
"M1"	"TRAPPC5"	"C11orf87"
"M1"	"IL3"	"LMO7"
"M1"	"IL3"	"CDH9"
"M1"	"MYO16"	"TRIM37"
"M1"	"MYO16"	"SST"
"M1"	"MYO16"	"NRIP3"
"M1"	"MYO16"	"CAMK1G"
"M1"	"MYO16"	"EGR1"
"M1"	"MYO16"	"RBM24"
"M1"	"MYO16"	"CALY"
"M1"	"HOXB1"	"CDH9"
"M1"	"HOXB1"	"FGF12"
"M1"	"TM9SF1"	"RSPO2"
"M1"	"INSIG2"	"SERTM1"
"M1"	"SLC25A20"	"GRIN2A"
"M1"	"SLC25A20"	"GREM2"
"M1"	"RSL1D1"	"LMO7"
"M1"	"RSL1D1"	"CDH18"
"M1"	"RSL1D1"	"SST"
"M1"	"RSL1D1"	"ARC"
"M1"	"DPYSL3"	"SNX10"
"M1"	"DPYSL3"	"ATP2B3"
"M1"	"ACAD11"	"ATP1A3"
"M1"	"ACAD11"	"SSTR2"
"M1"	"ACAD11"	"PTPRO"
"M1"	"ACAD11"	"ATP2B3"
"M1"	"GRIN2A"	"PTP4A1"
"M1"	"GRIN2A"	"SERPINF1"
"M1"	"GRIN2A"	"DOCK1"
"M1"	"GRIN2A"	"SYT9"
"M1"	"GRIN2A"	"EEF1B2"
"M1"	"GRIN2A"	"TGFB2"
"M1"	"GRIN2A"	"RAB13"
"M1"	"GRIN2A"	"SVIP"
"M1"	"GRIN2A"	"PSMA8"
"M1"	"GRIN2A"	"CCDC39"
"M1"	"GRIN2A"	"RGS14"
"M1"	"GRIN2A"	"BCL6"
"M1"	"GRIN2A"	"SLC12A4"
"M1"	"GRIN2A"	"NOSIP"
"M1"	"GRIN2A"	"TFAP2C"
"M1"	"GRIN2A"	"GPAA1"
"M1"	"GRIN2A"	"TRPS1"
"M1"	"GRIN2A"	"CUL2"
"M1"	"GRIN2A"	"GFRA3"
"M1"	"GRIN2A"	"RPS6KA4"
"M1"	"GRIN2A"	"CRYBB2"
"M1"	"GRIN2A"	"SCIMP"
"M1"	"GRIN2A"	"ATRN"
"M1"	"GRIN2A"	"AMPD2"
"M1"	"GRIN2A"	"PRKACG"
"M1"	"GRIN2A"	"WBP5"
"M1"	"GRIN2A"	"LZIC"
"M1"	"GRIN2A"	"ERCC6"
"M1"	"GRIN2A"	"CRTC1"
"M1"	"GRIN2A"	"LUC7L"
"M1"	"GRIN2A"	"UTP20"
"M1"	"GRIN2A"	"KIAA0087"
"M1"	"GRIN2A"	"CNTN2"
"M1"	"GRIN2A"	"NAP1L2"
"M1"	"GRIN2A"	"GYPA"
"M1"	"GRIN2A"	"TMEM179B"
"M1"	"GRIN2A"	"GINS2"
"M1"	"GRIN2A"	"LALBA"
"M1"	"GRIN2A"	"CXCL6"
"M1"	"GRIN2A"	"PEX5L"
"M1"	"GRIN2A"	"LIMK1"
"M1"	"GRIN2A"	"KIAA1586"
"M1"	"GRIN2A"	"IL18RAP"
"M1"	"GRIN2A"	"ST6GALNAC2"
"M1"	"GRIN2A"	"ECSIT"
"M1"	"GRIN2A"	"VAMP7"
"M1"	"GRIN2A"	"SCAMP2"
"M1"	"GRIN2A"	"ANKRD24"
"M1"	"GRIN2A"	"ZNF148"
"M1"	"GRIN2A"	"TMEM63A"
"M1"	"GRIN2A"	"PARPBP"
"M1"	"ARHGEF5"	"RYR2"
"M1"	"CLCN3"	"NPTX1"
"M1"	"CLCN3"	"PNMA2"
"M1"	"CLCN3"	"KIAA1549L"
"M1"	"CLCN3"	"ST6GALNAC5"
"M1"	"CLCN3"	"ATP2B3"
"M1"	"EPN1"	"RBM11"
"M1"	"EPN1"	"CNKSR2"
"M1"	"EPN1"	"GRIN2B"
"M1"	"EPN1"	"KIAA1549L"
"M1"	"EPN1"	"ST6GALNAC5"
"M1"	"EPN1"	"KCNK1"
"M1"	"EPN1"	"ATP2B3"
"M1"	"N4BP2"	"RYR2"
"M1"	"SNTA1"	"CHGB"
"M1"	"SNTA1"	"ZNF385B"
"M1"	"LMO7"	"CDC25C"
"M1"	"LMO7"	"FIP1L1"
"M1"	"LMO7"	"KDM3A"
"M1"	"LMO7"	"HOXA10"
"M1"	"LMO7"	"PRKAB2"
"M1"	"LMO7"	"PRF1"
"M1"	"LMO7"	"VPS28"
"M1"	"LMO7"	"CSRP3"
"M1"	"LMO7"	"KIF15"
"M1"	"LMO7"	"PTP4A1"
"M1"	"LMO7"	"SIPA1L3"
"M1"	"LMO7"	"NCK1"
"M1"	"LMO7"	"RAB5B"
"M1"	"LMO7"	"AZI2"
"M1"	"LMO7"	"CNTFR"
"M1"	"LMO7"	"SHPRH"
"M1"	"LMO7"	"PRTN3"
"M1"	"LMO7"	"DGCR14"
"M1"	"LMO7"	"TRIM56"
"M1"	"LMO7"	"RELA"
"M1"	"LMO7"	"SCNN1D"
"M1"	"LMO7"	"TBL1X"
"M1"	"LMO7"	"MICALCL"
"M1"	"LMO7"	"TCP11L1"
"M1"	"LMO7"	"KHDRBS2"
"M1"	"LMO7"	"PIK3CD"
"M1"	"LMO7"	"GABARAP"
"M1"	"LMO7"	"WBP5"
"M1"	"LMO7"	"F12"
"M1"	"LMO7"	"HLA-DMB"
"M1"	"LMO7"	"TNFSF15"
"M1"	"LMO7"	"ABCF1"
"M1"	"LMO7"	"DDX27"
"M1"	"LMO7"	"XYLB"
"M1"	"LMO7"	"RAG2"
"M1"	"LMO7"	"HEG1"
"M1"	"LMO7"	"ERF"
"M1"	"LMO7"	"NUP210"
"M1"	"LMO7"	"GOLGA8A"
"M1"	"LMO7"	"ANKRD32"
"M1"	"LMO7"	"DCAF10"
"M1"	"LMO7"	"SUSD2"
"M1"	"LMO7"	"PTCHD2"
"M1"	"LMO7"	"GLRA2"
"M1"	"LMO7"	"DCAF15"
"M1"	"LMO7"	"DNAJC22"
"M1"	"LMO7"	"TEX37"
"M1"	"LMO7"	"CHMP6"
"M1"	"LMO7"	"CLDN3"
"M1"	"LMO7"	"TRIB1"
"M1"	"LMO7"	"HOXB6"
"M1"	"LMO7"	"EFCAB2"
"M1"	"LMO7"	"IL2RG"
"M1"	"LMO7"	"MEP1A"
"M1"	"LMO7"	"ZNF688"
"M1"	"LMO7"	"GSTM4"
"M1"	"LMO7"	"RNF168"
"M1"	"LMO7"	"C4orf32"
"M1"	"LMO7"	"EXOC7"
"M1"	"LMO7"	"ASF1A"
"M1"	"LMO7"	"CACNA2D3"
"M1"	"LMO7"	"NBAS"
"M1"	"LMO7"	"IL18RAP"
"M1"	"LMO7"	"NDRG1"
"M1"	"LMO7"	"GPR151"
"M1"	"LMO7"	"FAM206A"
"M1"	"LMO7"	"HPCAL4"
"M1"	"LMO7"	"PTOV1"
"M1"	"LMO7"	"MICA"
"M1"	"LMO7"	"USP16"
"M1"	"LMO7"	"BSND"
"M1"	"LMO7"	"DRAM2"
"M1"	"LMO7"	"LEPREL1"
"M1"	"LMO7"	"PLXNB3"
"M1"	"LMO7"	"NEK8"
"M1"	"LMO7"	"PRSS12"
"M1"	"LMO7"	"GPRASP2"
"M1"	"LMO7"	"RANGAP1"
"M1"	"LMO7"	"POLR2J2"
"M1"	"KIFC1"	"PTPN3"
"M1"	"KIFC1"	"SST"
"M1"	"KIFC1"	"RASL11B"
"M1"	"KIFC1"	"RSPO2"
"M1"	"KIFC1"	"CHGB"
"M1"	"KIFC1"	"ATP2B3"
"M1"	"HPRT1"	"MUL1"
"M1"	"HPRT1"	"ADRB2"
"M1"	"HPRT1"	"TMED1"
"M1"	"HPRT1"	"PRKAB2"
"M1"	"HPRT1"	"CTBS"
"M1"	"HPRT1"	"PTP4A1"
"M1"	"HPRT1"	"TCF24"
"M1"	"HPRT1"	"VIMP"
"M1"	"HPRT1"	"SLX4"
"M1"	"HPRT1"	"GUCY2C"
"M1"	"HPRT1"	"RAB5B"
"M1"	"HPRT1"	"ASXL2"
"M1"	"HPRT1"	"IPCEF1"
"M1"	"HPRT1"	"MOCS2"
"M1"	"HPRT1"	"SMTN"
"M1"	"HPRT1"	"SELE"
"M1"	"HPRT1"	"CD5"
"M1"	"HPRT1"	"IVL"
"M1"	"HPRT1"	"KCNS3"
"M1"	"HPRT1"	"PLEKHG2"
"M1"	"HPRT1"	"UTY"
"M1"	"HPRT1"	"MCFD2"
"M1"	"HPRT1"	"PKDREJ"
"M1"	"HPRT1"	"UMOD"
"M1"	"HPRT1"	"GMDS"
"M1"	"HPRT1"	"SLC17A1"
"M1"	"HPRT1"	"ARL6IP1"
"M1"	"HPRT1"	"HDAC8"
"M1"	"HPRT1"	"CENPJ"
"M1"	"HPRT1"	"CHD6"
"M1"	"HPRT1"	"KIAA1549"
"M1"	"HPRT1"	"CDH3"
"M1"	"HPRT1"	"HIST1H2AM"
"M1"	"HPRT1"	"C18orf32"
"M1"	"HPRT1"	"UPF3A"
"M1"	"HPRT1"	"RPL35A"
"M1"	"HPRT1"	"PINK1"
"M1"	"HPRT1"	"ERI3"
"M1"	"HPRT1"	"INTS10"
"M1"	"HPRT1"	"FIGF"
"M1"	"HPRT1"	"BLOC1S5"
"M1"	"HPRT1"	"ASF1B"
"M1"	"HPRT1"	"ARL5A"
"M1"	"HPRT1"	"ECEL1"
"M1"	"HPRT1"	"EPHB1"
"M1"	"HPRT1"	"TRIM56"
"M1"	"HPRT1"	"CD7"
"M1"	"HPRT1"	"TWSG1"
"M1"	"HPRT1"	"CFP"
"M1"	"HPRT1"	"KPRP"
"M1"	"HPRT1"	"VIP"
"M1"	"HPRT1"	"RRM2"
"M1"	"HPRT1"	"UBXN11"
"M1"	"HPRT1"	"PNMA2"
"M1"	"HPRT1"	"CES1"
"M1"	"HPRT1"	"GLI3"
"M1"	"HPRT1"	"AKIP1"
"M1"	"HPRT1"	"TSHZ2"
"M1"	"HPRT1"	"TRIOBP"
"M1"	"HPRT1"	"DOC2A"
"M1"	"HPRT1"	"TFF1"
"M1"	"HPRT1"	"MAPKAP1"
"M1"	"HPRT1"	"MED11"
"M1"	"HPRT1"	"CHPF"
"M1"	"HPRT1"	"BACH2"
"M1"	"HPRT1"	"TNR"
"M1"	"HPRT1"	"AVPR1A"
"M1"	"HPRT1"	"KIF26B"
"M1"	"HPRT1"	"MIPEP"
"M1"	"HPRT1"	"DYNC2H1"
