"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"ERK/MAPK targets"	"ERK/MAPK targets"	"1/248"	"21/7644"	0.500195794790718	0.913467320364757	0.81386157881545	"MEF2C"	1
"M1"	"HS-GAG degradation"	"HS-GAG degradation"	"1/248"	"21/7644"	0.500195794790718	0.913467320364757	0.81386157881545	"GPC5"	1
"M1"	"Peroxisomal lipid metabolism"	"Peroxisomal lipid metabolism"	"1/248"	"21/7644"	0.500195794790718	0.913467320364757	0.81386157881545	"SLC27A2"	1
"M1"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	"1/248"	"21/7644"	0.500195794790718	0.913467320364757	0.81386157881545	"IGF1"	1
"M1"	"VxPx cargo-targeting to cilium"	"VxPx cargo-targeting to cilium"	"1/248"	"21/7644"	0.500195794790718	0.913467320364757	0.81386157881545	"CNGB1"	1
"M1"	"Synthesis of substrates in N-glycan biosythesis"	"Synthesis of substrates in N-glycan biosythesis"	"2/248"	"52/7644"	0.506978276378413	0.9230394758379	0.822389973200624	"ST8SIA3/ST6GALNAC5"	2
"M1"	"Cyclin A/B1 associated events during G2/M transition"	"Cyclin A/B1 associated events during G2/M transition"	"1/248"	"22/7644"	0.51645598669573	0.926218970151923	0.825222771051797	"CCNA1"	1
"M1"	"Pyruvate metabolism"	"Pyruvate metabolism"	"1/248"	"22/7644"	0.51645598669573	0.926218970151923	0.825222771051797	"PDP1"	1
"M1"	"SHC-mediated signalling"	"SHC-mediated signalling"	"1/248"	"22/7644"	0.51645598669573	0.926218970151923	0.825222771051797	"SHC3"	1
"M1"	"Signalling to p38 via RIT and RIN"	"Signalling to p38 via RIT and RIN"	"1/248"	"22/7644"	0.51645598669573	0.926218970151923	0.825222771051797	"RIT2"	1
"M1"	"The canonical retinoid cycle in rods (twilight vision)"	"The canonical retinoid cycle in rods (twilight vision)"	"1/248"	"22/7644"	0.51645598669573	0.926218970151923	0.825222771051797	"TTR"	1
"M1"	"Signaling by Insulin receptor"	"Signaling by Insulin receptor"	"4/248"	"116/7644"	0.522783932009057	0.932404549850987	0.830733866574906	"ATP6V1A/PRKAA2/SHC3/FGF9"	4
"M1"	"Assembly of the primary cilium"	"Assembly of the primary cilium"	"6/248"	"179/7644"	0.526666551047147	0.932404549850987	0.830733866574906	"YWHAG/TUBA4A/PRKAR2B/MCHR1/TUBB/CNGB1"	6
"M1"	"Protein folding"	"Protein folding"	"2/248"	"54/7644"	0.527276265420504	0.932404549850987	0.830733866574906	"TUBB2A/TUBA4A"	2
"M1"	"Regulation of cholesterol biosynthesis by SREBP (SREBF)"	"Regulation of cholesterol biosynthesis by SREBP (SREBF)"	"2/248"	"54/7644"	0.527276265420504	0.932404549850987	0.830733866574906	"HMGCS1/SC5D"	2
"M1"	"BBSome-mediated cargo-targeting to cilium"	"BBSome-mediated cargo-targeting to cilium"	"1/248"	"23/7644"	0.532189247690148	0.932404549850987	0.830733866574906	"MCHR1"	1
"M1"	"FGFR ligand binding and activation"	"FGFR ligand binding and activation"	"1/248"	"23/7644"	0.532189247690148	0.932404549850987	0.830733866574906	"FGF9"	1
"M1"	"Signaling by BMP"	"Signaling by BMP"	"1/248"	"23/7644"	0.532189247690148	0.932404549850987	0.830733866574906	"GREM2"	1
"M1"	"Constitutive PI3K/AKT Signaling in Cancer"	"Constitutive PI3K/AKT Signaling in Cancer"	"3/248"	"86/7644"	0.532357856509245	0.932404549850987	0.830733866574906	"KITLG/FGF9/NRG1"	3
"M1"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"4/248"	"119/7644"	0.543079253707911	0.947688264253269	0.844351023594425	"PAK1/WASF1/ITPR1/PRKCE"	4
"M1"	"Lysosome Vesicle Biogenesis"	"Lysosome Vesicle Biogenesis"	"1/248"	"24/7644"	0.547412586697214	0.947688264253269	0.844351023594425	"SH3GL2"	1
"M1"	"Nuclear Events (kinase and transcription factor activation)"	"Nuclear Events (kinase and transcription factor activation)"	"1/248"	"24/7644"	0.547412586697214	0.947688264253269	0.844351023594425	"MEF2C"	1
"M1"	"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"	"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"	"1/248"	"24/7644"	0.547412586697214	0.947688264253269	0.844351023594425	"SLC27A2"	1
"M1"	"Post-translational protein modification"	"Post-translational protein modification"	"9/248"	"278/7644"	0.551560432977906	0.952117289203936	0.848297101531316	"ST8SIA3/TUSC3/ST6GALNAC5/B4GALT6/MAN1A1/EIF5A2/GALNTL6/ADAMTS3/ADAMTSL1"	9
"M1"	"IRS-related events triggered by IGF1R"	"IRS-related events triggered by IGF1R"	"3/248"	"89/7644"	0.5557232526097	0.956546633083938	0.852243463621047	"PRKAA2/FGF9/IGF1"	3
"M1"	"G0 and Early G1"	"G0 and Early G1"	"1/248"	"25/7644"	0.562142465765336	0.962066677124103	0.857161594415113	"CCNA1"	1
"M1"	"SHC-related events"	"SHC-related events"	"1/248"	"25/7644"	0.562142465765336	0.962066677124103	0.857161594415113	"SHC3"	1
"M1"	"A tetrasaccharide linker sequence is required for GAG synthesis"	"A tetrasaccharide linker sequence is required for GAG synthesis"	"1/248"	"26/7644"	0.576394817581873	0.97807505872958	0.871424399922498	"GPC5"	1
"M1"	"EGFR downregulation"	"EGFR downregulation"	"1/248"	"26/7644"	0.576394817581873	0.97807505872958	0.871424399922498	"SH3GL2"	1
"M1"	"Insulin receptor recycling"	"Insulin receptor recycling"	"1/248"	"26/7644"	0.576394817581873	0.97807505872958	0.871424399922498	"ATP6V1A"	1
"M1"	"Insulin receptor signalling cascade"	"Insulin receptor signalling cascade"	"3/248"	"92/7644"	0.578382295980365	0.978675127944177	0.87195903675898	"PRKAA2/SHC3/FGF9"	3
"M1"	"Cytochrome P450 - arranged by substrate type"	"Cytochrome P450 - arranged by substrate type"	"2/248"	"60/7644"	0.584711014885029	0.984737750402567	0.877360582469205	"CYP26B1/CYP2C8"	2
"M1"	"Integrin alphaIIb beta3 signaling"	"Integrin alphaIIb beta3 signaling"	"1/248"	"27/7644"	0.590185062428249	0.984737750402567	0.877360582469205	"RASGRP1"	1
"M1"	"mTOR signalling"	"mTOR signalling"	"1/248"	"27/7644"	0.590185062428249	0.984737750402567	0.877360582469205	"PRKAA2"	1
"M1"	"Sema4D in semaphorin signaling"	"Sema4D in semaphorin signaling"	"1/248"	"27/7644"	0.590185062428249	0.984737750402567	0.877360582469205	"MET"	1
"M1"	"Synthesis of bile acids and bile salts"	"Synthesis of bile acids and bile salts"	"1/248"	"27/7644"	0.590185062428249	0.984737750402567	0.877360582469205	"SLC27A2"	1
"M1"	"Cell death signalling via NRAGE, NRIF and NADE"	"Cell death signalling via NRAGE, NRIF and NADE"	"2/248"	"61/7644"	0.593769729072492	0.98774138424018	0.880036695913841	"NGEF/MCF2"	2
"M1"	"FCERI mediated Ca+2 mobilization"	"FCERI mediated Ca+2 mobilization"	"2/248"	"62/7644"	0.602680650312103	0.98774138424018	0.880036695913841	"PPP3CA/ITPR1"	2
"M1"	"Role of phospholipids in phagocytosis"	"Role of phospholipids in phagocytosis"	"2/248"	"62/7644"	0.602680650312103	0.98774138424018	0.880036695913841	"ITPR1/PRKCE"	2
"M1"	"Gap junction trafficking"	"Gap junction trafficking"	"1/248"	"28/7644"	0.603528124594167	0.98774138424018	0.880036695913841	"DNM1"	1
"M1"	"Keratan sulfate biosynthesis"	"Keratan sulfate biosynthesis"	"1/248"	"28/7644"	0.603528124594167	0.98774138424018	0.880036695913841	"B4GALT6"	1
"M1"	"PKB-mediated events"	"PKB-mediated events"	"1/248"	"28/7644"	0.603528124594167	0.98774138424018	0.880036695913841	"PRKAA2"	1
"M1"	"SHC1 events in ERBB4 signaling"	"SHC1 events in ERBB4 signaling"	"1/248"	"28/7644"	0.603528124594167	0.98774138424018	0.880036695913841	"NRG1"	1
"M1"	"CDO in myogenesis"	"CDO in myogenesis"	"1/248"	"29/7644"	0.616438448268096	0.993440884000571	0.885114714327897	"MEF2C"	1
"M1"	"Myogenesis"	"Myogenesis"	"1/248"	"29/7644"	0.616438448268096	0.993440884000571	0.885114714327897	"MEF2C"	1
"M1"	"PIWI-interacting RNA (piRNA) biogenesis"	"PIWI-interacting RNA (piRNA) biogenesis"	"1/248"	"29/7644"	0.616438448268096	0.993440884000571	0.885114714327897	"MAEL"	1
"M1"	"SHC-mediated cascade"	"SHC-mediated cascade"	"1/248"	"29/7644"	0.616438448268096	0.993440884000571	0.885114714327897	"FGF9"	1
"M1"	"O-linked glycosylation of mucins"	"O-linked glycosylation of mucins"	"2/248"	"64/7644"	0.620059335014028	0.993440884000571	0.885114714327897	"B4GALT6/GALNTL6"	2
"M1"	"TCR signaling"	"TCR signaling"	"2/248"	"64/7644"	0.620059335014028	0.993440884000571	0.885114714327897	"PAK1/PAK3"	2
"M1"	"Stimuli-sensing channels"	"Stimuli-sensing channels"	"3/248"	"98/7644"	0.621473052553286	0.993440884000571	0.885114714327897	"RYR2/UNC80/ANO3"	3
"M1"	"Gap junction trafficking and regulation"	"Gap junction trafficking and regulation"	"1/248"	"30/7644"	0.628930012920692	0.993440884000571	0.885114714327897	"DNM1"	1
"M1"	"GRB2 events in ERBB2 signaling"	"GRB2 events in ERBB2 signaling"	"1/248"	"30/7644"	0.628930012920692	0.993440884000571	0.885114714327897	"NRG1"	1
"M1"	"MAPK targets/ Nuclear events mediated by MAP kinases"	"MAPK targets/ Nuclear events mediated by MAP kinases"	"1/248"	"30/7644"	0.628930012920692	0.993440884000571	0.885114714327897	"MEF2C"	1
"M1"	"Signaling by FGFR1 mutants"	"Signaling by FGFR1 mutants"	"1/248"	"30/7644"	0.628930012920692	0.993440884000571	0.885114714327897	"FGF9"	1
"M1"	"PI-3K cascade"	"PI-3K cascade"	"3/248"	"100/7644"	0.635156219824776	0.993440884000571	0.885114714327897	"KITLG/FGF9/NRG1"	3
"M1"	"PI3K events in ERBB2 signaling"	"PI3K events in ERBB2 signaling"	"3/248"	"100/7644"	0.635156219824776	0.993440884000571	0.885114714327897	"KITLG/FGF9/NRG1"	3
"M1"	"PI3K events in ERBB4 signaling"	"PI3K events in ERBB4 signaling"	"3/248"	"100/7644"	0.635156219824776	0.993440884000571	0.885114714327897	"KITLG/FGF9/NRG1"	3
"M1"	"PI3K/AKT Signaling in Cancer"	"PI3K/AKT Signaling in Cancer"	"3/248"	"100/7644"	0.635156219824776	0.993440884000571	0.885114714327897	"KITLG/FGF9/NRG1"	3
"M1"	"PIP3 activates AKT signaling"	"PIP3 activates AKT signaling"	"3/248"	"100/7644"	0.635156219824776	0.993440884000571	0.885114714327897	"KITLG/FGF9/NRG1"	3
"M1"	"Amino acid transport across the plasma membrane"	"Amino acid transport across the plasma membrane"	"1/248"	"31/7644"	0.641016348197244	0.993440884000571	0.885114714327897	"SLC6A15"	1
"M1"	"Gluconeogenesis"	"Gluconeogenesis"	"1/248"	"31/7644"	0.641016348197244	0.993440884000571	0.885114714327897	"MDH1"	1
"M1"	"Striated Muscle Contraction"	"Striated Muscle Contraction"	"1/248"	"31/7644"	0.641016348197244	0.993440884000571	0.885114714327897	"TNNT2"	1
"M1"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"2/248"	"67/7644"	0.64502413096835	0.993440884000571	0.885114714327897	"ST8SIA3/ST6GALNAC5"	2
"M1"	"Downstream signaling events of B Cell Receptor (BCR)"	"Downstream signaling events of B Cell Receptor (BCR)"	"5/248"	"170/7644"	0.651392538495153	0.993440884000571	0.885114714327897	"PRKCB/RASGRP1/KITLG/FGF9/NRG1"	5
"M1"	"Regulation of beta-cell development"	"Regulation of beta-cell development"	"1/248"	"32/7644"	0.652710548334782	0.993440884000571	0.885114714327897	"NEUROD1"	1
"M1"	"SHC1 events in ERBB2 signaling"	"SHC1 events in ERBB2 signaling"	"1/248"	"32/7644"	0.652710548334782	0.993440884000571	0.885114714327897	"NRG1"	1
"M1"	"Signaling by NOTCH2"	"Signaling by NOTCH2"	"1/248"	"32/7644"	0.652710548334782	0.993440884000571	0.885114714327897	"HES5"	1
"M1"	"PI3K Cascade"	"PI3K Cascade"	"2/248"	"68/7644"	0.653053695678854	0.993440884000571	0.885114714327897	"PRKAA2/FGF9"	2
"M1"	"MHC class II antigen presentation"	"MHC class II antigen presentation"	"3/248"	"103/7644"	0.65503134884495	0.993440884000571	0.885114714327897	"DNM1/SH3GL2/DYNC1I1"	3
"M1"	"PI3K/AKT activation"	"PI3K/AKT activation"	"3/248"	"103/7644"	0.65503134884495	0.993440884000571	0.885114714327897	"KITLG/FGF9/NRG1"	3
"M1"	"GAB1 signalosome"	"GAB1 signalosome"	"3/248"	"104/7644"	0.661482286157561	0.993440884000571	0.885114714327897	"KITLG/FGF9/NRG1"	3
"M1"	"E2F mediated regulation of DNA replication"	"E2F mediated regulation of DNA replication"	"1/248"	"33/7644"	0.664025286118936	0.993440884000571	0.885114714327897	"CCNA1"	1
"M1"	"Keratan sulfate/keratin metabolism"	"Keratan sulfate/keratin metabolism"	"1/248"	"33/7644"	0.664025286118936	0.993440884000571	0.885114714327897	"B4GALT6"	1
"M1"	"Metabolism of steroid hormones and vitamin D"	"Metabolism of steroid hormones and vitamin D"	"1/248"	"33/7644"	0.664025286118936	0.993440884000571	0.885114714327897	"STAR"	1
"M1"	"Steroid hormones"	"Steroid hormones"	"1/248"	"33/7644"	0.664025286118936	0.993440884000571	0.885114714327897	"STAR"	1
"M1"	"Synthesis of PIPs at the plasma membrane"	"Synthesis of PIPs at the plasma membrane"	"1/248"	"33/7644"	0.664025286118936	0.993440884000571	0.885114714327897	"SYNJ1"	1
"M1"	"NCAM signaling for neurite out-growth"	"NCAM signaling for neurite out-growth"	"2/248"	"70/7644"	0.668679402013598	0.993440884000571	0.885114714327897	"CACNB4/GFRA2"	2
"M1"	"Signalling to RAS"	"Signalling to RAS"	"1/248"	"34/7644"	0.674972826395181	0.993440884000571	0.885114714327897	"SHC3"	1
"M1"	"Signaling by the B Cell Receptor (BCR)"	"Signaling by the B Cell Receptor (BCR)"	"6/248"	"209/7644"	0.677740266957526	0.993440884000571	0.885114714327897	"PRKCB/ITPR1/RASGRP1/KITLG/FGF9/NRG1"	6
"M1"	"Bile acid and bile salt metabolism"	"Bile acid and bile salt metabolism"	"1/248"	"35/7644"	0.685565039148663	0.993440884000571	0.885114714327897	"SLC27A2"	1
"M1"	"Costimulation by the CD28 family"	"Costimulation by the CD28 family"	"2/248"	"73/7644"	0.691049292397503	0.993440884000571	0.885114714327897	"PAK1/PAK3"	2
"M1"	"ABC-family proteins mediated transport"	"ABC-family proteins mediated transport"	"1/248"	"36/7644"	0.695813412166291	0.993440884000571	0.885114714327897	"ABCD2"	1
"M1"	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	"1/248"	"36/7644"	0.695813412166291	0.993440884000571	0.885114714327897	"EIF5A2"	1
"M1"	"Platelet Aggregation (Plug Formation)"	"Platelet Aggregation (Plug Formation)"	"1/248"	"37/7644"	0.705729063294414	0.993440884000571	0.885114714327897	"RASGRP1"	1
"M1"	"Phagosomal maturation (early endosomal stage)"	"Phagosomal maturation (early endosomal stage)"	"1/248"	"38/7644"	0.715322752304929	0.993440884000571	0.885114714327897	"ATP6V1A"	1
"M1"	"FCERI mediated MAPK activation"	"FCERI mediated MAPK activation"	"2/248"	"77/7644"	0.718931099844515	0.993440884000571	0.885114714327897	"PAK1/PAK3"	2
"M1"	"Nuclear signaling by ERBB4"	"Nuclear signaling by ERBB4"	"1/248"	"39/7644"	0.724604892382286	0.993440884000571	0.885114714327897	"NRG1"	1
"M1"	"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP1B1 causes Glaucoma"	"Defective CYP1B1 causes Glaucoma"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective FMO3 causes Trimethylaminuria (TMAU)"	"Defective FMO3 causes Trimethylaminuria (TMAU)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective MAOA causes Brunner syndrome (BRUNS)"	"Defective MAOA causes Brunner syndrome (BRUNS)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Metabolism of nucleotides"	"Metabolism of nucleotides"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"GDA/HPRT1"	2
"M1"	"Phase 1 - Functionalization of compounds"	"Phase 1 - Functionalization of compounds"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"CYP26B1/CYP2C8"	2
"M1"	"Transcriptional regulation of white adipocyte differentiation"	"Transcriptional regulation of white adipocyte differentiation"	"2/248"	"78/7644"	0.725563357101602	0.993440884000571	0.885114714327897	"EGR2/KLF5"	2
"M1"	"Organelle biogenesis and maintenance"	"Organelle biogenesis and maintenance"	"9/248"	"324/7644"	0.731411037216415	0.993440884000571	0.885114714327897	"YWHAG/MEF2C/TUBA4A/PRKAR2B/CAMK4/PRKAA2/MCHR1/TUBB/CNGB1"	9
"M1"	"Platelet degranulation"	"Platelet degranulation"	"2/248"	"79/7644"	0.732063306642622	0.993440884000571	0.885114714327897	"TUBA4A/IGF1"	2
"M1"	"Negative regulation of FGFR signaling"	"Negative regulation of FGFR signaling"	"1/248"	"40/7644"	0.733585561243455	0.993440884000571	0.885114714327897	"FGF9"	1
"M1"	"Membrane Trafficking"	"Membrane Trafficking"	"5/248"	"190/7644"	0.744274375334227	0.993440884000571	0.885114714327897	"YWHAH/DNM1/YWHAG/SH3GL2/PRKAA2"	5
"M1"	"Netrin-1 signaling"	"Netrin-1 signaling"	"1/248"	"42/7644"	0.750681183091296	0.993440884000571	0.885114714327897	"UNC5D"	1
"M1"	"Triglyceride Biosynthesis"	"Triglyceride Biosynthesis"	"1/248"	"42/7644"	0.750681183091296	0.993440884000571	0.885114714327897	"ELOVL4"	1
"M1"	"p75 NTR receptor-mediated signalling"	"p75 NTR receptor-mediated signalling"	"2/248"	"83/7644"	0.756771855328211	0.993440884000571	0.885114714327897	"NGEF/MCF2"	2
"M1"	"HIV Transcription Initiation"	"HIV Transcription Initiation"	"1/248"	"43/7644"	0.758814709346671	0.993440884000571	0.885114714327897	"TAF4B"	1
"M1"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	"1/248"	"43/7644"	0.758814709346671	0.993440884000571	0.885114714327897	"PDP1"	1
"M1"	"RNA Polymerase II HIV Promoter Escape"	"RNA Polymerase II HIV Promoter Escape"	"1/248"	"43/7644"	0.758814709346671	0.993440884000571	0.885114714327897	"TAF4B"	1
"M1"	"RNA Polymerase II Promoter Escape"	"RNA Polymerase II Promoter Escape"	"1/248"	"43/7644"	0.758814709346671	0.993440884000571	0.885114714327897	"TAF4B"	1
"M1"	"RNA Polymerase II Transcription Initiation"	"RNA Polymerase II Transcription Initiation"	"1/248"	"43/7644"	0.758814709346671	0.993440884000571	0.885114714327897	"TAF4B"	1
"M1"	"RNA Polymerase II Transcription Initiation And Promoter Clearance"	"RNA Polymerase II Transcription Initiation And Promoter Clearance"	"1/248"	"43/7644"	0.758814709346671	0.993440884000571	0.885114714327897	"TAF4B"	1
"M1"	"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"	"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"	"1/248"	"43/7644"	0.758814709346671	0.993440884000571	0.885114714327897	"TAF4B"	1
"M1"	"FRS2-mediated cascade"	"FRS2-mediated cascade"	"1/248"	"44/7644"	0.766683930775697	0.993440884000571	0.885114714327897	"FGF9"	1
"M1"	"IRS-mediated signalling"	"IRS-mediated signalling"	"2/248"	"85/7644"	0.768374569603341	0.993440884000571	0.885114714327897	"PRKAA2/FGF9"	2
"M1"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	"1/248"	"45/7644"	0.774297402508279	0.993440884000571	0.885114714327897	"ITPR1"	1
"M1"	"Signaling by FGFR mutants"	"Signaling by FGFR mutants"	"1/248"	"45/7644"	0.774297402508279	0.993440884000571	0.885114714327897	"FGF9"	1
"M1"	"Defective AMN causes hereditary megaloblastic anemia 1"	"Defective AMN causes hereditary megaloblastic anemia 1"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
"M1"	"Defective BTD causes biotidinase deficiency"	"Defective BTD causes biotidinase deficiency"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
"M1"	"Defective CD320 causes methylmalonic aciduria"	"Defective CD320 causes methylmalonic aciduria"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
"M1"	"Defective CUBN causes hereditary megaloblastic anemia 1"	"Defective CUBN causes hereditary megaloblastic anemia 1"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
"M1"	"Defective GIF causes intrinsic factor deficiency"	"Defective GIF causes intrinsic factor deficiency"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
"M1"	"Defective HLCS causes multiple carboxylase deficiency"	"Defective HLCS causes multiple carboxylase deficiency"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
"M1"	"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
"M1"	"Defective MMAA causes methylmalonic aciduria type cblA"	"Defective MMAA causes methylmalonic aciduria type cblA"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
"M1"	"Defective MMAB causes methylmalonic aciduria type cblB"	"Defective MMAB causes methylmalonic aciduria type cblB"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
"M1"	"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
"M1"	"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	"2/248"	"87/7644"	0.77949451666155	0.993440884000571	0.885114714327897	"NMNAT2/PTGS2"	2
