"Module"	"Gene1"	"Gene2"
"M1"	"NELL2"	"C2orf27A"
"M1"	"NELL2"	"GP5"
"M1"	"NELL2"	"MLNR"
"M1"	"NELL2"	"PTPRT"
"M1"	"NELL2"	"PI4K2B"
"M1"	"NELL2"	"SPRR2E"
"M1"	"NELL2"	"EBAG9"
"M1"	"NELL2"	"ST8SIA6"
"M1"	"NELL2"	"ARHGEF7"
"M1"	"NELL2"	"C6orf118"
"M1"	"NELL2"	"NSD1"
"M1"	"NELL2"	"TAF4"
"M1"	"NELL2"	"ADAMTS9"
"M1"	"NELL2"	"RARS2"
"M1"	"NELL2"	"MSL2"
"M1"	"NELL2"	"TCEB2"
"M1"	"NELL2"	"DYNLL1"
"M1"	"NELL2"	"SLC27A3"
"M1"	"NELL2"	"KLF5"
"M1"	"NELL2"	"THEM4"
"M1"	"NELL2"	"FAM134B"
"M1"	"NELL2"	"TIPRL"
"M1"	"NELL2"	"NKX2-1"
"M1"	"EPHA4"	"TCF3"
"M1"	"EPHA4"	"ATP1A1"
"M1"	"EPHA4"	"NKRF"
"M1"	"EPHA4"	"TOP3A"
"M1"	"EPHA4"	"IRX4"
"M1"	"EPHA4"	"GZMM"
"M1"	"EPHA4"	"SARM1"
"M1"	"EPHA4"	"PFN2"
"M1"	"EPHA4"	"AGRN"
"M1"	"EPHA4"	"ADAP1"
"M1"	"EPHA4"	"DDIT4L"
"M1"	"EPHA4"	"PTP4A1"
"M1"	"EPHA4"	"SLX4"
"M1"	"EPHA4"	"HSD17B7"
"M1"	"EPHA4"	"TLK2"
"M1"	"EPHA4"	"MUC2"
"M1"	"EPHA4"	"TBCD"
"M1"	"EPHA4"	"LAMTOR4"
"M1"	"EPHA4"	"KPNA5"
"M1"	"EPHA4"	"MCRS1"
"M1"	"EPHA4"	"SPCS2"
"M1"	"EPHA4"	"ITPR3"
"M1"	"EPHA4"	"HAND2"
"M1"	"EPHA4"	"CD14"
"M1"	"EPHA4"	"GREM1"
"M1"	"EPHA4"	"MYO7B"
"M1"	"EPHA4"	"ZC3HC1"
"M1"	"EPHA4"	"HMCN1"
"M1"	"EPHA4"	"GNPTAB"
"M1"	"EPHA4"	"ACP1"
"M1"	"EPHA4"	"WDR74"
"M1"	"EPHA4"	"SUN2"
"M1"	"EPHA4"	"FAM78A"
"M1"	"EPHA4"	"KLF5"
"M1"	"EPHA4"	"THEM4"
"M1"	"EPHA4"	"QKI"
"M1"	"EPHA4"	"HIP1"
"M1"	"EPHA4"	"RGS18"
"M1"	"EPHA4"	"CCL1"
"M1"	"EPHA4"	"HSPG2"
"M1"	"EPHA4"	"HAUS5"
"M1"	"EPHA4"	"SIK1"
"M1"	"EPHA4"	"MARCH10"
"M1"	"EPHA4"	"C15orf48"
"M1"	"GNG2"	"PGR"
"M1"	"GNG2"	"KRT12"
"M1"	"GNG2"	"MYO16"
"M1"	"GNG2"	"CCDC42"
"M1"	"GNG2"	"MPPED1"
"M1"	"GNG2"	"CASP8"
"M1"	"GNG2"	"PTP4A1"
"M1"	"GNG2"	"CYP2D6"
"M1"	"GNG2"	"RGL2"
"M1"	"GNG2"	"TAP1"
"M1"	"GNG2"	"REG1A"
"M1"	"GNG2"	"MST1R"
"M1"	"GNG2"	"CYP11A1"
"M1"	"GNG2"	"TTYH3"
"M1"	"GNG2"	"CBFA2T2"
"M1"	"GNG2"	"SERPINB1"
"M1"	"GNG2"	"PTGDR2"
"M1"	"GNG2"	"DNAAF2"
"M1"	"GNG2"	"HSP90AB1"
"M1"	"GNG2"	"IER3IP1"
"M1"	"GNG2"	"RASSF3"
"M1"	"GNG2"	"TPP2"
"M1"	"GNG2"	"MAP3K15"
"M1"	"GNG2"	"IFT52"
"M1"	"GNG2"	"WDTC1"
"M1"	"GNG2"	"PRAM1"
"M1"	"GNG2"	"PDZD4"
"M1"	"GNG2"	"ATF1"
"M1"	"GNG2"	"CHORDC1"
"M1"	"GNG2"	"PRKD3"
"M1"	"GNG2"	"KIAA0391"
"M1"	"GNG2"	"HAUS8"
"M1"	"GNG2"	"PITPNM2"
"M1"	"GNG2"	"CXorf38"
"M1"	"GNG2"	"CRYZ"
"M1"	"GNG2"	"NACC2"
"M1"	"GNG2"	"FBXO41"
"M1"	"GNG2"	"IFNAR2"
"M1"	"GNG2"	"RMND1"
"M1"	"GNG2"	"CNOT11"
"M1"	"GNG2"	"CHUK"
"M1"	"GNG2"	"CEP120"
"M1"	"CNR1"	"TAF7L"
"M1"	"CNR1"	"TRPV5"
"M1"	"CNR1"	"KIT"
"M1"	"CNR1"	"GJD4"
"M1"	"CNR1"	"DR1"
"M1"	"CNR1"	"USP22"
"M1"	"CNR1"	"TXNL1"
"M1"	"CNR1"	"SKI"
"M1"	"CNR1"	"PPAP2B"
"M1"	"CNR1"	"KDM5A"
"M1"	"CNR1"	"KDM3A"
"M1"	"CNR1"	"CIZ1"
"M1"	"CNR1"	"FOLR3"
"M1"	"CNR1"	"PTP4A1"
"M1"	"CNR1"	"STEAP3"
"M1"	"CNR1"	"CELF2"
"M1"	"CNR1"	"IL1RAP"
"M1"	"CNR1"	"PCSK4"
"M1"	"CNR1"	"HSPA2"
"M1"	"CNR1"	"DERL2"
"M1"	"CNR1"	"SYT6"
"M1"	"CNR1"	"SPTBN1"
"M1"	"CNR1"	"SERPINH1"
"M1"	"CNR1"	"TBC1D13"
"M1"	"RAB27B"	"EPHA7"
"M1"	"RAB27B"	"FOLR3"
"M1"	"RAB27B"	"PTP4A1"
"M1"	"RAB27B"	"DRD1"
"M1"	"RAB27B"	"FUT1"
"M1"	"RAB27B"	"C10orf90"
"M1"	"RAB27B"	"KIF21A"
"M1"	"RAB27B"	"PRDM5"
"M1"	"RAB27B"	"NR4A2"
"M1"	"RAB27B"	"CEP135"
"M1"	"RAB27B"	"YOD1"
"M1"	"RAB27B"	"PHC2"
"M1"	"RAB27B"	"GABPB2"
"M1"	"RAB27B"	"ROBO4"
"M1"	"RAB27B"	"TMEM258"
"M1"	"RAB27B"	"LYN"
"M1"	"RAB27B"	"MMP9"
"M1"	"GPI"	"RSPO2"
"M1"	"GPI"	"SHANK1"
"M1"	"H2BFM"	"PLK2"
"M1"	"H2BFM"	"DRD1"
"M1"	"TCF3"	"CALY"
"M1"	"NOS3"	"CKMT1A"
"M1"	"STK24"	"KHDRBS2"
"M1"	"L3MBTL1"	"MRAP2"
"M1"	"DNTTIP1"	"PCDH7"
"M1"	"PI4K2A"	"ATP1A3"
"M1"	"PI4K2A"	"NCR3LG1"
"M1"	"RNF182"	"NCR3LG1"
"M1"	"FKBP7"	"KHDRBS2"
"M1"	"FKBP7"	"PRKAA2"
"M1"	"FKBP7"	"HECW1"
"M1"	"GRIN3A"	"TBC1D8"
"M1"	"GRIN3A"	"TERT"
"M1"	"GRIN3A"	"PID1"
"M1"	"GRIN3A"	"ABCE1"
"M1"	"GRIN3A"	"SGCE"
"M1"	"GRIN3A"	"MED8"
"M1"	"GRIN3A"	"FOLR3"
"M1"	"GRIN3A"	"PTP4A1"
"M1"	"GRIN3A"	"APTX"
"M1"	"GRIN3A"	"HDAC8"
"M1"	"GRIN3A"	"SYT9"
"M1"	"GRIN3A"	"VDR"
"M1"	"GRIN3A"	"CRMP1"
"M1"	"GRIN3A"	"NDN"
"M1"	"GRIN3A"	"DUSP16"
"M1"	"GRIN3A"	"CUBN"
"M1"	"GRIN3A"	"LRP3"
"M1"	"GRIN3A"	"DCP1B"
"M1"	"GRIN3A"	"ASB3"
"M1"	"GRIN3A"	"ZNF10"
"M1"	"GRIN3A"	"ACVR2B"
"M1"	"GRIN3A"	"ZDHHC17"
"M1"	"GRIN3A"	"RQCD1"
"M1"	"GRIN3A"	"MST1R"
"M1"	"GRIN3A"	"MMACHC"
"M1"	"GRIN3A"	"GPR15"
"M1"	"GRIN3A"	"UBE2T"
"M1"	"GRIN3A"	"SRSF11"
"M1"	"GRIN3A"	"PROP1"
"M1"	"GRIN3A"	"SHPRH"
"M1"	"GRIN3A"	"PRTN3"
"M1"	"GRIN3A"	"PTGDR2"
"M1"	"GRIN3A"	"NCAPG"
"M1"	"GRIN3A"	"NR5A1"
"M1"	"GRIN3A"	"SLC39A1"
"M1"	"GRIN3A"	"PHF19"
"M1"	"GRIN3A"	"REEP1"
"M1"	"GRIN3A"	"HSPA6"
"M1"	"GRIN3A"	"PLD5"
"M1"	"GRIN3A"	"EEFSEC"
"M1"	"GRIN3A"	"PCDHA11"
"M1"	"GRIN3A"	"CARD14"
"M1"	"GRIN3A"	"HIST1H2AA"
"M1"	"GRIN3A"	"GIMAP4"
"M1"	"GRIN3A"	"CMKLR1"
"M1"	"GRIN3A"	"ZNF573"
"M1"	"GRIN3A"	"SIGMAR1"
"M1"	"GRIN3A"	"HCLS1"
"M1"	"GRIN3A"	"LHPP"
"M1"	"GRIN3A"	"ATAD3A"
"M1"	"GRIN3A"	"AKAP8L"
"M1"	"GRIN3A"	"AHDC1"
"M1"	"GRIN3A"	"PTPN7"
"M1"	"GRIN3A"	"ITPKA"
"M1"	"GRIN3A"	"UNC5B"
"M1"	"GRIN3A"	"CYFIP2"
"M1"	"GRIN3A"	"PLLP"
"M1"	"GRIN3A"	"PYDC1"
"M1"	"GRIN3A"	"ERBB2IP"
"M1"	"GRIN3A"	"ABCA13"
"M1"	"GRIN3A"	"ETHE1"
"M1"	"GRIN3A"	"TMEM216"
"M1"	"GRIN3A"	"MBNL1"
"M1"	"GRIN3A"	"E4F1"
"M1"	"GRIN3A"	"EDA"
"M1"	"GRIN3A"	"OSBPL10"
"M1"	"GRIN3A"	"ZIC5"
"M1"	"GRIN3A"	"HSDL2"
"M1"	"GRIN3A"	"FKBP11"
"M1"	"GRIN3A"	"KCNK18"
"M1"	"GRIN3A"	"CHRNA1"
"M1"	"GRIN3A"	"CLPP"
"M1"	"GRIN3A"	"SMAD7"
"M1"	"GRIN3A"	"HIST1H2BC"
"M1"	"GRIN3A"	"TACO1"
"M1"	"GRIN3A"	"ZMYM1"
"M1"	"GRIN3A"	"USP53"
"M1"	"GRIN3A"	"KDM4D"
"M1"	"GRIN3A"	"FASTKD5"
"M1"	"GRIN3A"	"FBXO42"
"M1"	"TRIM71"	"PCDH7"
"M1"	"LRRFIP1"	"CDH8"
"M1"	"LRRFIP1"	"GRM1"
"M1"	"LRRFIP1"	"TRHDE"
"M1"	"LRRFIP1"	"PPL"
"M1"	"RFX5"	"CDH8"
"M1"	"UNC45B"	"AMPH"
"M1"	"HNRNPR"	"KIAA1549L"
"M1"	"PRR5L"	"NCR3LG1"
"M1"	"PRR5L"	"SERTM1"
"M1"	"UNKL"	"SH3GL2"
"M1"	"UNKL"	"MLLT11"
"M1"	"UNKL"	"ADTRP"
"M1"	"ATRNL1"	"PARP3"
"M1"	"ATRNL1"	"PTP4A1"
"M1"	"ATRNL1"	"MKX"
"M1"	"ATRNL1"	"DNAJC5"
"M1"	"ATRNL1"	"CBFA2T2"
"M1"	"ATRNL1"	"HELLS"
"M1"	"ATRNL1"	"TBCE"
"M1"	"ATRNL1"	"C8B"
"M1"	"ATRNL1"	"GNMT"
"M1"	"ATRNL1"	"DAB1"
"M1"	"ATRNL1"	"ARG1"
"M1"	"ATRNL1"	"SS18L2"
"M1"	"ATRNL1"	"HLA-DQB1"
"M1"	"ATRNL1"	"TUB"
"M1"	"ATRNL1"	"LRCH3"
"M1"	"ATRNL1"	"DOCK5"
"M1"	"ATRNL1"	"PPP2R2C"
"M1"	"ATRNL1"	"MLF2"
"M1"	"ATRNL1"	"KIF9"
"M1"	"ATRNL1"	"ICMT"
"M1"	"ATRNL1"	"SUCO"
"M1"	"ATRNL1"	"ANK2"
"M1"	"ATRNL1"	"NACC2"
"M1"	"ATRNL1"	"MAATS1"
"M1"	"ATRNL1"	"PIK3CG"
"M1"	"ATRNL1"	"TNXB"
"M1"	"ATRNL1"	"TMEM184B"
"M1"	"ATRNL1"	"FRS3"
"M1"	"GABRG2"	"PTP4A1"
"M1"	"GABRG2"	"RAB13"
"M1"	"GABRG2"	"SORBS2"
"M1"	"GABRG2"	"DUSP19"
"M1"	"GABRG2"	"PLAGL1"
"M1"	"GABRG2"	"NIF3L1"
"M1"	"GABRG2"	"ZNF383"
"M1"	"GABRG2"	"RAB14"
"M1"	"GABRG2"	"USP3"
"M1"	"GABRG2"	"NT5DC1"
"M1"	"GABRG2"	"PGC"
"M1"	"GABRG2"	"COPS2"
"M1"	"GABRG2"	"FAM213A"
"M1"	"GABRG2"	"BNIP3"
"M1"	"GABRG2"	"ACAP3"
"M1"	"GABRG2"	"TNPO1"
"M1"	"SSTR1"	"NID1"
"M1"	"SSTR1"	"PPAP2B"
"M1"	"SSTR1"	"BMPR1B"
"M1"	"SSTR1"	"PTP4A1"
"M1"	"SSTR1"	"ACTR1A"
"M1"	"SSTR1"	"TAGLN"
"M1"	"SSTR1"	"PSMA7"
"M1"	"SSTR1"	"NAP1L4"
"M1"	"SSTR1"	"IFNG"
"M1"	"SSTR1"	"SCNN1D"
"M1"	"SSTR1"	"AHCY"
"M1"	"SSTR1"	"AGO4"
"M1"	"SSTR1"	"RUNX1T1"
"M1"	"SSTR1"	"KRT27"
"M1"	"SSTR1"	"B4GALNT1"
"M1"	"SSTR1"	"SLC2A5"
"M1"	"SSTR1"	"ZNF681"
"M1"	"SSTR1"	"PCDHB5"
"M1"	"SSTR1"	"DTD2"
"M1"	"SSTR1"	"STX16"
"M1"	"SSTR1"	"PIP"
"M1"	"SSTR1"	"NDUFA4"
"M1"	"SSTR1"	"KANK1"
"M1"	"SSTR1"	"S100A14"
"M1"	"SSTR1"	"FBXL22"
"M1"	"SSTR1"	"MEN1"
"M1"	"SSTR1"	"FICD"
"M1"	"SSTR1"	"ADAM17"
"M1"	"SSTR1"	"BOK"
"M1"	"SSTR1"	"PRDM1"
"M1"	"SSTR1"	"SLC30A6"
"M1"	"SSTR1"	"FBXW9"
"M1"	"SSTR1"	"NKIRAS2"
"M1"	"SSTR1"	"CD2"
"M1"	"SSTR1"	"KNDC1"
"M1"	"SSTR1"	"PDLIM4"
"M1"	"SSTR1"	"CCT8"
"M1"	"SSTR1"	"EEFSEC"
"M1"	"SSTR1"	"MKL1"
"M1"	"SSTR1"	"UBAP2L"
"M1"	"SSTR1"	"IGF2BP2"
"M1"	"SSTR1"	"CENPE"
"M1"	"SSTR1"	"PSMA3"
"M1"	"SSTR1"	"GYS1"
"M1"	"SSTR1"	"AFAP1L1"
"M1"	"SSTR1"	"VASN"
"M1"	"SSTR1"	"PDIA4"
"M1"	"SSTR1"	"CCDC93"
"M1"	"SSTR1"	"SQRDL"
"M1"	"SSTR1"	"CBLN1"
"M1"	"SSTR1"	"AURKC"
"M1"	"SSTR1"	"SNX15"
"M1"	"SSTR1"	"ADAMTSL4"
"M1"	"SSTR1"	"SLC37A3"
"M1"	"SSTR1"	"CDS1"
"M1"	"SSTR1"	"STAT3"
"M1"	"SSTR1"	"XXYLT1"
"M1"	"HLTF"	"VIP"
"M1"	"GIT1"	"GRIP1"
"M1"	"GIT1"	"EPHA3"
"M1"	"GIT1"	"LDB2"
"M1"	"AHCYL1"	"MLLT11"
"M1"	"NOTCH2NL"	"SERTM1"
"M1"	"MTHFD1"	"MLLT11"
"M1"	"KLHL17"	"PPL"
"M1"	"KLHL17"	"MLLT11"
"M1"	"KLHL17"	"CALY"
"M1"	"TBC1D8"	"PCDH7"
"M1"	"EPHA5"	"RPL10L"
"M1"	"EPHA5"	"EDARADD"
"M1"	"EPHA5"	"APOA4"
"M1"	"EPHA5"	"PIP5K1B"
"M1"	"EPHA5"	"POLN"
"M1"	"EPHA5"	"NAA16"
"M1"	"EPHA5"	"MED30"
"M1"	"EPHA5"	"PHACTR4"
"M1"	"EPHA5"	"ZCCHC11"
"M1"	"EPHA5"	"RBBP8"
"M1"	"EPHA5"	"TTF1"
"M1"	"EPHA5"	"FABP1"
"M1"	"EPHA5"	"TSSK2"
"M1"	"EPHA5"	"BMPR1B"
"M1"	"EPHA5"	"KISS1R"
"M1"	"EPHA5"	"MYO5A"
"M1"	"EPHA5"	"AHRR"
"M1"	"EPHA5"	"CIZ1"
"M1"	"EPHA5"	"CBLL1"
"M1"	"EPHA5"	"FOLR3"
"M1"	"EPHA5"	"PTP4A1"
"M1"	"EPHA5"	"ITGB3"
"M1"	"EPHA5"	"RAD54L"
"M1"	"EPHA5"	"KIF21B"
"M1"	"EPHA5"	"AMPH"
"M1"	"EPHA5"	"S100A13"
"M1"	"EPHA5"	"LSM10"
"M1"	"EPHA5"	"DDOST"
"M1"	"EPHA5"	"NAV1"
"M1"	"EPHA5"	"TUB"
"M1"	"EPHA5"	"TWSG1"
"M1"	"EPHA5"	"MRPS14"
"M1"	"EPHA5"	"MYO15A"
"M1"	"EPHA5"	"TRAPPC8"
"M1"	"EPHA5"	"SCARB1"
"M1"	"EPHA5"	"FCRL4"
"M1"	"EPHA5"	"SLC7A5"
"M1"	"EPHA5"	"IL1RAPL1"
"M1"	"EPHA5"	"TPTE2"
"M1"	"EPHA5"	"SPG7"
"M1"	"EPHA5"	"PCDHB4"
"M1"	"EPHA5"	"ODC1"
"M1"	"EPHA5"	"KCNG1"
"M1"	"EPHA5"	"GMPR2"
"M1"	"EPHA5"	"DCST2"
"M1"	"EPHA5"	"SERPINE1"
"M1"	"EPHA5"	"CD84"
"M1"	"EPHA5"	"PTCD1"
"M1"	"EPHA5"	"RGS5"
"M1"	"EPHA5"	"ZNF467"
"M1"	"EPHA5"	"PIGG"
"M1"	"EPHA5"	"ADCY2"
"M1"	"EPHA5"	"ALDH18A1"
"M1"	"EPHA5"	"ENTHD2"
"M1"	"EPHA5"	"CPS1"
"M1"	"EPHA5"	"WDR83OS"
"M1"	"EPHA5"	"MLXIPL"
"M1"	"EPHA5"	"FAM60A"
"M1"	"EPHA5"	"SRSF6"
"M1"	"STUB1"	"PLK2"
"M1"	"STUB1"	"SULT4A1"
"M1"	"FBXO18"	"PPL"
"M1"	"DDX51"	"SYT1"
"M1"	"DERL3"	"IPCEF1"
"M1"	"CD34"	"PCDH7"
"M1"	"NFATC2"	"CDH18"
"M1"	"TRAPPC9"	"PCSK2"
"M1"	"TRAPPC9"	"SERTM1"
"M1"	"PSMD3"	"CALB1"
"M1"	"PSMD3"	"SERTM1"
"M1"	"PSMD3"	"UNC13A"
"M1"	"NEFM"	"CD274"
"M1"	"NEFM"	"XK"
"M1"	"NEFM"	"HPRT1"
"M1"	"NEFM"	"CCR4"
"M1"	"NEFM"	"TAF1A"
"M1"	"NEFM"	"TSGA10"
"M1"	"NEFM"	"MPPED1"
"M1"	"NEFM"	"PTP4A1"
"M1"	"NEFM"	"EPS8L2"
"M1"	"NEFM"	"SYT9"
"M1"	"NEFM"	"DRD1"
"M1"	"NEFM"	"KPNA5"
"M1"	"NEFM"	"CEP85"
"M1"	"NEFM"	"HRC"
"M1"	"NEFM"	"SVIP"
"M1"	"NEFM"	"JOSD1"
"M1"	"NEFM"	"CDKN3"
"M1"	"NEFM"	"BTBD2"
"M1"	"NEFM"	"GNA13"
"M1"	"NEFM"	"COMMD6"
"M1"	"NEFM"	"SMARCA4"
"M1"	"NEFM"	"ID4"
"M1"	"NEFM"	"UPK1A"
"M1"	"NEFM"	"NKIRAS2"
"M1"	"NEFM"	"EMID1"
"M1"	"NEFM"	"ITM2B"
"M1"	"NEFM"	"SAP18"
"M1"	"NEFM"	"F7"
"M1"	"NEFM"	"HDAC5"
"M1"	"NEFM"	"ELK4"
"M1"	"NEFM"	"ASB8"
"M1"	"NEFM"	"FAM200A"
"M1"	"NEFM"	"DDX3Y"
"M1"	"NEFM"	"HMCN1"
"M1"	"NEFM"	"CFC1"
"M1"	"NEFM"	"AOX1"
"M1"	"NEFM"	"TWIST1"
"M1"	"NEFM"	"CCKBR"
"M1"	"NEFM"	"KIAA1598"
"M1"	"NEFM"	"KDM5D"
"M1"	"NEFM"	"TNFRSF10B"
"M1"	"NEFM"	"LATS2"
"M1"	"NEFM"	"FTL"
"M1"	"NEFM"	"MTMR14"
"M1"	"NEFM"	"CPSF4"
"M1"	"NEFM"	"CARD11"
"M1"	"NEFM"	"CABP4"
"M1"	"NEFM"	"GFRA3"
"M1"	"NEFM"	"SLC7A5"
"M1"	"NEFM"	"HBE1"
"M1"	"NEFM"	"MYO1E"
"M1"	"NEFM"	"MCM3"
"M1"	"NEFM"	"MMP1"
"M1"	"NEFM"	"EGF"
"M1"	"NEFM"	"TOPAZ1"
"M1"	"NEFM"	"MICALCL"
"M1"	"NEFM"	"IFT81"
"M1"	"NEFM"	"DNAJC3"
"M1"	"NEFM"	"RPS6KA4"
"M1"	"NEFM"	"TRPC4AP"
"M1"	"NEFM"	"NDUFAB1"
"M1"	"NEFM"	"USP24"
"M1"	"NEFM"	"IBA57"
"M1"	"NEFM"	"ZC2HC1A"
"M1"	"NEFM"	"KIAA2022"
"M1"	"NEFM"	"BTAF1"
"M1"	"NEFM"	"EDN1"
"M1"	"NEFM"	"TMEM106C"
"M1"	"NEFM"	"CASP6"
"M1"	"NEFM"	"DHX38"
"M1"	"NEFM"	"SNRPG"
"M1"	"NEFM"	"GALNT12"
"M1"	"NEFM"	"HNF1A"
"M1"	"NEFM"	"GNAT1"
"M1"	"NEFM"	"APBB1"
"M1"	"NEFM"	"HIST1H2AA"
"M1"	"NEFM"	"CEP135"
"M1"	"NEFM"	"MAT2A"
"M1"	"NEFM"	"CILP2"
"M1"	"NEFM"	"ZMYND10"
"M1"	"NEFM"	"C9orf142"
"M1"	"NEFM"	"MAK16"
"M1"	"NEFM"	"NONO"
"M1"	"NEFM"	"ZNF22"
"M1"	"NEFM"	"CSNK2A2"
"M1"	"DEF6"	"GABRA4"
"M1"	"DEF6"	"CALB1"
"M1"	"DEF6"	"PLK2"
"M1"	"DEF6"	"CKMT1A"
"M1"	"NF2"	"SVOP"
"M1"	"NF2"	"LDB2"
"M1"	"PGR"	"NAP1L3"
"M1"	"HRAS"	"PCDH7"
"M1"	"FANCL"	"SERTM1"
"M1"	"BASP1"	"VIP"
"M1"	"BASP1"	"RPL35A"
"M1"	"BASP1"	"CCR4"
"M1"	"BASP1"	"TAF1A"
"M1"	"BASP1"	"CDH3"
"M1"	"BASP1"	"MPZL1"
"M1"	"BASP1"	"KNSTRN"
"M1"	"BASP1"	"TAP1"
"M1"	"BASP1"	"EPO"
"M1"	"BASP1"	"MUC2"
"M1"	"BASP1"	"BMPR1A"
"M1"	"BASP1"	"TRIM69"
"M1"	"BASP1"	"PRTN3"
"M1"	"BASP1"	"PPFIBP1"
"M1"	"BASP1"	"CLCA1"
"M1"	"BASP1"	"CTDSP1"
"M1"	"BASP1"	"C8B"
"M1"	"BASP1"	"CSNK1E"
"M1"	"BASP1"	"PHF14"
"M1"	"BASP1"	"ZNF160"
"M1"	"BASP1"	"AZGP1"
"M1"	"BASP1"	"TCEA3"
"M1"	"BASP1"	"HLA-DMB"
"M1"	"BASP1"	"NTNG1"
"M1"	"BASP1"	"TBC1D10A"
"M1"	"BASP1"	"CLK4"
"M1"	"BASP1"	"STK11IP"
"M1"	"BASP1"	"KCNB1"
"M1"	"BASP1"	"TMEM230"
"M1"	"BASP1"	"GOLGA4"
"M1"	"BASP1"	"REEP4"
"M1"	"BASP1"	"MPI"
"M1"	"BASP1"	"LOX"
"M1"	"BASP1"	"TRIM11"
"M1"	"BASP1"	"CUL1"
"M1"	"BASP1"	"GARS"
"M1"	"BASP1"	"ALS2"
"M1"	"BASP1"	"SRSF2"
"M1"	"BASP1"	"ALOX12"
"M1"	"BASP1"	"FGFBP1"
"M1"	"BASP1"	"MITF"
"M1"	"BASP1"	"HSPB6"
"M1"	"BASP1"	"POLR3A"
"M1"	"BASP1"	"DYNLL1"
"M1"	"BASP1"	"KLF5"
"M1"	"BASP1"	"MAGEA12"
"M1"	"BASP1"	"CST9"
"M1"	"BASP1"	"CSRNP2"
"M1"	"BASP1"	"RASSF9"
"M1"	"BASP1"	"ENOX2"
"M1"	"BASP1"	"MPP3"
"M1"	"BASP1"	"IL37"
"M1"	"BASP1"	"S100A3"
"M1"	"BASP1"	"NPY5R"
"M1"	"BASP1"	"MFN2"
"M1"	"BASP1"	"VPS29"
"M1"	"BASP1"	"CHMP7"
"M1"	"BASP1"	"CEP57L1"
"M1"	"BASP1"	"EPSTI1"
"M1"	"WNT3A"	"SERTM1"
"M1"	"NLRP4"	"MLLT11"
"M1"	"DBF4"	"SST"
"M1"	"DBF4"	"RASL11B"
"M1"	"DBF4"	"RSPO2"
"M1"	"DBF4"	"KIAA1549L"
"M1"	"DBF4"	"FGF13"
"M1"	"GAD1"	"CCNA1"
"M1"	"GAD1"	"STX12"
"M1"	"GAD1"	"KCNE2"
"M1"	"GAD1"	"VEGFC"
"M1"	"GAD1"	"KRAS"
"M1"	"GAD1"	"TRIB2"
"M1"	"GAD1"	"NCAPH2"
"M1"	"GAD1"	"PSMD1"
"M1"	"GAD1"	"CEP97"
"M1"	"GAD1"	"TM9SF1"
"M1"	"GAD1"	"REV3L"
"M1"	"GAD1"	"DET1"
"M1"	"GAD1"	"NEIL1"
"M1"	"GAD1"	"MPPED1"
"M1"	"GAD1"	"PTP4A1"
"M1"	"GAD1"	"PLAUR"
"M1"	"GAD1"	"RAB5B"
"M1"	"GAD1"	"SYT9"
"M1"	"GAD1"	"UHRF2"
"M1"	"GAD1"	"FHL5"
"M1"	"GAD1"	"FCER1A"
"M1"	"GAD1"	"SCARA3"
"M1"	"GAD1"	"CBFA2T2"
"M1"	"GAD1"	"GSC"
"M1"	"GAD1"	"SUPT6H"
"M1"	"GAD1"	"APOC3"
"M1"	"GAD1"	"CRYBB2"
"M1"	"GAD1"	"KIF22"
"M1"	"GAD1"	"ZFP30"
"M1"	"GAD1"	"MSL3"
"M1"	"GAD1"	"BNIP2"
"M1"	"GAD1"	"GMPR2"
"M1"	"GAD1"	"DENND4A"
"M1"	"GAD1"	"FBXO31"
"M1"	"GAD1"	"NPM1"
"M1"	"GAD1"	"PARD6B"
"M1"	"PTBP2"	"OR2L13"
"M1"	"PTBP2"	"ELAVL2"
"M1"	"PTBP2"	"UNC13A"
"M1"	"HTR2A"	"NR2C2AP"
"M1"	"HTR2A"	"MLLT1"
"M1"	"HTR2A"	"RPL35A"
"M1"	"HTR2A"	"CHD1"
"M1"	"HTR2A"	"KLHDC9"
"M1"	"HTR2A"	"MPPED1"
"M1"	"HTR2A"	"PTP4A1"
"M1"	"HTR2A"	"EPS8L2"
"M1"	"HTR2A"	"LARP1"
"M1"	"HTR2A"	"SVIP"
"M1"	"HTR2A"	"HMMR"
"M1"	"HTR2A"	"DNAAF2"
"M1"	"HTR2A"	"GP5"
"M1"	"HTR2A"	"RANBP10"
"M1"	"HTR2A"	"GPM6B"
"M1"	"HTR2A"	"SLC45A4"
"M1"	"HTR2A"	"FZD8"
"M1"	"HTR2A"	"PARP2"
"M1"	"HTR2A"	"KCNG1"
"M1"	"HTR2A"	"NPPC"
"M1"	"HTR2A"	"SNX20"
"M1"	"HTR2A"	"ZMYND10"
"M1"	"HTR2A"	"PTCH2"
"M1"	"HTR2A"	"ZNF703"
"M1"	"TERT"	"GABRA4"
"M1"	"TERT"	"NRXN1"
"M1"	"TERT"	"TRHDE"
"M1"	"TERT"	"RSPO2"
"M1"	"TERT"	"FGF9"
"M1"	"TERT"	"PCDH7"
"M1"	"TERT"	"CAMK1G"
"M1"	"TERT"	"SYNPR"
"M1"	"SH3BP2"	"MLLT11"
"M1"	"FCN1"	"PCDH7"
"M1"	"TRIML1"	"PLK2"
"M1"	"TRIML1"	"PCDH7"
"M1"	"JUND"	"MLLT11"
"M1"	"JUND"	"NCR3LG1"
"M1"	"GABRA4"	"ARIH1"
